Year,BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam,Aantal aansluitingen met opwekinstallatie,Opgesteld vermogen,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115,OV_per_installatie,Opgesteld_vermogen_per100houshoudens,PVinstallaties_per100houshoudens
2020,BU17730114,Kortrick en Zonnekamp,WK177301,Wijk 01 Olst,GM1773,Olst-Wijhe,PV23,Overijssel,220.0,735.0,8121,690,2.5,740.0,700,225.0,89.0,74.0,24.0,1.0,25.0,2890.0,1320.0,2.053030303030303,0.7492795389048992,26.0,0.108695652173913,1.2,1.3,4.0,3.340909090909091,106.52173913043478,31.884057971014492
2021,BU17730114,Kortrick en Zonnekamp,WK177301,Wijk 01 Olst,GM1773,Olst-Wijhe,PV23,Overijssel,275.0,1034.0,8121,690,2.5,740.0,700,225.0,89.0,74.0,24.0,1.0,25.0,2890.0,1320.0,2.053030303030303,0.7492795389048992,26.0,0.108695652173913,1.2,1.3,4.0,3.76,149.85507246376812,39.85507246376812
2018,BU17730216,Wijhe Centrum,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,153.0,465.0,8131,1225,2.0,1833.0,1291,193.0,65.0,53.0,31.0,15.0,15.0,2420.0,1190.0,1.9542857142857144,0.8416833667334669,24.8,0.1224489795918367,0.9,0.3,4.0,3.0392156862745097,37.95918367346939,12.489795918367347
2017,BU17730216,Wijhe Centrum,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,133.0,400.0,8131,1225,2.0,1833.0,1291,193.0,65.0,53.0,31.0,15.0,15.0,2420.0,1190.0,1.9542857142857144,0.8416833667334669,24.8,0.1224489795918367,0.9,0.3,4.0,3.007518796992481,32.6530612244898,10.857142857142858
2016,BU17730216,Wijhe Centrum,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,108.0,342.0,8131,1225,2.0,1833.0,1291,193.0,65.0,53.0,31.0,15.0,15.0,2420.0,1190.0,1.9542857142857144,0.8416833667334669,24.8,0.1224489795918367,0.9,0.3,4.0,3.1666666666666665,27.918367346938776,8.816326530612244
2019,BU17730216,Wijhe Centrum,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,200.0,726.0,8131,1225,2.0,1833.0,1291,193.0,65.0,53.0,31.0,15.0,15.0,2420.0,1190.0,1.9542857142857144,0.8416833667334669,24.8,0.1224489795918367,0.9,0.3,4.0,3.63,59.265306122448976,16.3265306122449
2020,BU17730216,Wijhe Centrum,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,278.0,925.0,8131,1225,2.0,1833.0,1291,193.0,65.0,53.0,31.0,15.0,15.0,2420.0,1190.0,1.9542857142857144,0.8416833667334669,24.8,0.1224489795918367,0.9,0.3,4.0,3.327338129496403,75.51020408163265,22.693877551020407
2021,BU17730216,Wijhe Centrum,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,402.0,1339.0,8131,1225,2.0,1833.0,1291,193.0,65.0,53.0,31.0,15.0,15.0,2420.0,1190.0,1.9542857142857144,0.8416833667334669,24.8,0.1224489795918367,0.9,0.3,4.0,3.3308457711442787,109.3061224489796,32.816326530612244
2018,BU17730217,Peperkamp en De Enk,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,179.0,536.0000000000001,8131,635,2.4,1064.0,642,210.0,98.0,67.0,32.0,2.0,0.0,2810.0,1370.0,1.8629032258064515,0.8387096774193549,24.5,0.1968503937007874,1.2,0.4,4.0,2.994413407821229,84.40944881889764,28.188976377952756
2017,BU17730217,Peperkamp en De Enk,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,134.0,396.0,8131,635,2.4,1064.0,642,210.0,98.0,67.0,32.0,2.0,0.0,2810.0,1370.0,1.8629032258064515,0.8387096774193549,24.5,0.1968503937007874,1.2,0.4,4.0,2.955223880597015,62.36220472440945,21.10236220472441
2016,BU17730217,Peperkamp en De Enk,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,111.0,324.0,8131,635,2.4,1064.0,642,210.0,98.0,67.0,32.0,2.0,0.0,2810.0,1370.0,1.8629032258064515,0.8387096774193549,24.5,0.1968503937007874,1.2,0.4,4.0,2.918918918918919,51.023622047244096,17.480314960629922
2019,BU17730217,Peperkamp en De Enk,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,253.0,982.0,8131,635,2.4,1064.0,642,210.0,98.0,67.0,32.0,2.0,0.0,2810.0,1370.0,1.8629032258064515,0.8387096774193549,24.5,0.1968503937007874,1.2,0.4,4.0,3.8814229249011856,154.64566929133858,39.84251968503937
2020,BU17730217,Peperkamp en De Enk,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,283.0,1008.0,8131,635,2.4,1064.0,642,210.0,98.0,67.0,32.0,2.0,0.0,2810.0,1370.0,1.8629032258064515,0.8387096774193549,24.5,0.1968503937007874,1.2,0.4,4.0,3.5618374558303887,158.74015748031496,44.56692913385827
2021,BU17730217,Peperkamp en De Enk,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,331.0,1236.9999999999998,8131,635,2.4,1064.0,642,210.0,98.0,67.0,32.0,2.0,0.0,2810.0,1370.0,1.8629032258064515,0.8387096774193549,24.5,0.1968503937007874,1.2,0.4,4.0,3.7371601208459215,194.8031496062992,52.125984251968504
2018,BU17730219,Buitengebied Wijhe,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,12.0,40.0,8131,70,2.2,88.0,76,318.0,95.0,87.0,0.0,13.0,14.0,3140.0,2000.0,2.1666666666666665,0.6060606060606061,31.0,0.1428571428571428,0.9,0.7,4.0,3.3333333333333335,57.142857142857146,17.142857142857142
2017,BU17730219,Buitengebied Wijhe,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,10.0,32.0,8131,70,2.2,88.0,76,318.0,95.0,87.0,0.0,13.0,14.0,3140.0,2000.0,2.1666666666666665,0.6060606060606061,31.0,0.1428571428571428,0.9,0.7,4.0,3.2,45.714285714285715,14.285714285714286
2016,BU17730219,Buitengebied Wijhe,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,10.0,32.0,8131,70,2.2,88.0,76,318.0,95.0,87.0,0.0,13.0,14.0,3140.0,2000.0,2.1666666666666665,0.6060606060606061,31.0,0.1428571428571428,0.9,0.7,4.0,3.2,45.714285714285715,14.285714285714286
2019,BU17730219,Buitengebied Wijhe,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,18.0,72.0,8131,70,2.2,88.0,76,318.0,95.0,87.0,0.0,13.0,14.0,3140.0,2000.0,2.1666666666666665,0.6060606060606061,31.0,0.1428571428571428,0.9,0.7,4.0,4.0,102.85714285714286,25.714285714285715
2020,BU17730219,Buitengebied Wijhe,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,19.0,78.0,8131,70,2.2,88.0,76,318.0,95.0,87.0,0.0,13.0,14.0,3140.0,2000.0,2.1666666666666665,0.6060606060606061,31.0,0.1428571428571428,0.9,0.7,4.0,4.105263157894737,111.42857142857143,27.142857142857142
2021,BU17730219,Buitengebied Wijhe,WK177302,Wijk 02 Wijhe,GM1773,Olst-Wijhe,PV23,Overijssel,25.0,102.0,8131,70,2.2,88.0,76,318.0,95.0,87.0,0.0,13.0,14.0,3140.0,2000.0,2.1666666666666665,0.6060606060606061,31.0,0.1428571428571428,0.9,0.7,4.0,4.08,145.71428571428572,35.714285714285715
2018,BU17730321,Buitengebied Wesepe,WK177303,Wijk 03 Wesepe,GM1773,Olst-Wijhe,PV23,Overijssel,45.0,232.0,8124,200,2.5,42.0,203,365.0,93.0,87.0,0.0,13.0,10.0,4180.0,2090.0,2.095238095238096,0.7692307692307693,28.0,0.45,1.6,2.1,5.0,5.155555555555556,116.0,22.5
2017,BU17730321,Buitengebied Wesepe,WK177303,Wijk 03 Wesepe,GM1773,Olst-Wijhe,PV23,Overijssel,37.0,185.0,8124,200,2.5,42.0,203,365.0,93.0,87.0,0.0,13.0,10.0,4180.0,2090.0,2.095238095238096,0.7692307692307693,28.0,0.45,1.6,2.1,5.0,5.0,92.5,18.5
2016,BU17730321,Buitengebied Wesepe,WK177303,Wijk 03 Wesepe,GM1773,Olst-Wijhe,PV23,Overijssel,33.0,166.0,8124,200,2.5,42.0,203,365.0,93.0,87.0,0.0,13.0,10.0,4180.0,2090.0,2.095238095238096,0.7692307692307693,28.0,0.45,1.6,2.1,5.0,5.03030303030303,83.0,16.5
2019,BU17730321,Buitengebied Wesepe,WK177303,Wijk 03 Wesepe,GM1773,Olst-Wijhe,PV23,Overijssel,46.0,305.0,8124,200,2.5,42.0,203,365.0,93.0,87.0,0.0,13.0,10.0,4180.0,2090.0,2.095238095238096,0.7692307692307693,28.0,0.45,1.6,2.1,5.0,6.630434782608695,152.5,23.0
2020,BU17730321,Buitengebied Wesepe,WK177303,Wijk 03 Wesepe,GM1773,Olst-Wijhe,PV23,Overijssel,84.0,500.0,8124,200,2.5,42.0,203,365.0,93.0,87.0,0.0,13.0,10.0,4180.0,2090.0,2.095238095238096,0.7692307692307693,28.0,0.45,1.6,2.1,5.0,5.9523809523809526,250.0,42.0
2021,BU17730321,Buitengebied Wesepe,WK177303,Wijk 03 Wesepe,GM1773,Olst-Wijhe,PV23,Overijssel,102.0,726.0,8124,200,2.5,42.0,203,365.0,93.0,87.0,0.0,13.0,10.0,4180.0,2090.0,2.095238095238096,0.7692307692307693,28.0,0.45,1.6,2.1,5.0,7.117647058823529,363.0,51.0
2018,BU17730422,Boskamp Kern,WK177304,Wijk 04 Boskamp,GM1773,Olst-Wijhe,PV23,Overijssel,97.0,328.0,8121,410,2.2,1725.0,471,186.0,85.0,59.0,20.0,21.0,5.0,2570.0,1350.0,1.9113924050632911,0.6763285024154589,24.3,0.1097560975609756,1.2,0.3,5.0,3.381443298969072,80.0,23.658536585365855
2017,BU17730422,Boskamp Kern,WK177304,Wijk 04 Boskamp,GM1773,Olst-Wijhe,PV23,Overijssel,71.0,247.0,8121,410,2.2,1725.0,471,186.0,85.0,59.0,20.0,21.0,5.0,2570.0,1350.0,1.9113924050632911,0.6763285024154589,24.3,0.1097560975609756,1.2,0.3,5.0,3.4788732394366195,60.24390243902439,17.317073170731707
2016,BU17730422,Boskamp Kern,WK177304,Wijk 04 Boskamp,GM1773,Olst-Wijhe,PV23,Overijssel,58.0,200.0,8121,410,2.2,1725.0,471,186.0,85.0,59.0,20.0,21.0,5.0,2570.0,1350.0,1.9113924050632911,0.6763285024154589,24.3,0.1097560975609756,1.2,0.3,5.0,3.4482758620689653,48.78048780487805,14.146341463414634
2019,BU17730422,Boskamp Kern,WK177304,Wijk 04 Boskamp,GM1773,Olst-Wijhe,PV23,Overijssel,118.0,391.0,8121,410,2.2,1725.0,471,186.0,85.0,59.0,20.0,21.0,5.0,2570.0,1350.0,1.9113924050632911,0.6763285024154589,24.3,0.1097560975609756,1.2,0.3,5.0,3.3135593220338984,95.36585365853658,28.78048780487805
2020,BU17730422,Boskamp Kern,WK177304,Wijk 04 Boskamp,GM1773,Olst-Wijhe,PV23,Overijssel,139.0,487.0,8121,410,2.2,1725.0,471,186.0,85.0,59.0,20.0,21.0,5.0,2570.0,1350.0,1.9113924050632911,0.6763285024154589,24.3,0.1097560975609756,1.2,0.3,5.0,3.5035971223021583,118.78048780487805,33.90243902439025
2021,BU17730422,Boskamp Kern,WK177304,Wijk 04 Boskamp,GM1773,Olst-Wijhe,PV23,Overijssel,162.0,606.0,8121,410,2.2,1725.0,471,186.0,85.0,59.0,20.0,21.0,5.0,2570.0,1350.0,1.9113924050632911,0.6763285024154589,24.3,0.1097560975609756,1.2,0.3,5.0,3.740740740740741,147.8048780487805,39.51219512195122
2018,BU17730524,Boerhaar Kern,WK177305,Wijk 05 Boerhaar,GM1773,Olst-Wijhe,PV23,Overijssel,20.0,87.0,8131,85,2.8,680.0,87,286.0,92.0,91.0,0.0,9.0,20.0,3750.0,1740.0,2.0,0.8163265306122449,27.0,0.2352941176470588,1.5,0.3,5.0,4.35,102.3529411764706,23.529411764705884
2017,BU17730524,Boerhaar Kern,WK177305,Wijk 05 Boerhaar,GM1773,Olst-Wijhe,PV23,Overijssel,16.0,70.00000000000001,8131,85,2.8,680.0,87,286.0,92.0,91.0,0.0,9.0,20.0,3750.0,1740.0,2.0,0.8163265306122449,27.0,0.2352941176470588,1.5,0.3,5.0,4.375,82.3529411764706,18.823529411764707
2016,BU17730524,Boerhaar Kern,WK177305,Wijk 05 Boerhaar,GM1773,Olst-Wijhe,PV23,Overijssel,15.0,65.0,8131,85,2.8,680.0,87,286.0,92.0,91.0,0.0,9.0,20.0,3750.0,1740.0,2.0,0.8163265306122449,27.0,0.2352941176470588,1.5,0.3,5.0,4.333333333333333,76.47058823529412,17.647058823529413
2019,BU17730524,Boerhaar Kern,WK177305,Wijk 05 Boerhaar,GM1773,Olst-Wijhe,PV23,Overijssel,16.0,86.0,8131,85,2.8,680.0,87,286.0,92.0,91.0,0.0,9.0,20.0,3750.0,1740.0,2.0,0.8163265306122449,27.0,0.2352941176470588,1.5,0.3,5.0,5.375,101.17647058823529,18.823529411764707
2020,BU17730524,Boerhaar Kern,WK177305,Wijk 05 Boerhaar,GM1773,Olst-Wijhe,PV23,Overijssel,19.0,104.0,8131,85,2.8,680.0,87,286.0,92.0,91.0,0.0,9.0,20.0,3750.0,1740.0,2.0,0.8163265306122449,27.0,0.2352941176470588,1.5,0.3,5.0,5.473684210526316,122.3529411764706,22.352941176470587
2021,BU17730524,Boerhaar Kern,WK177305,Wijk 05 Boerhaar,GM1773,Olst-Wijhe,PV23,Overijssel,39.0,289.0,8131,85,2.8,680.0,87,286.0,92.0,91.0,0.0,9.0,20.0,3750.0,1740.0,2.0,0.8163265306122449,27.0,0.2352941176470588,1.5,0.3,5.0,7.410256410256411,340.0,45.88235294117647
2018,BU17730626,Welsum,WK177306,Wijk 06 Welsum,GM1773,Olst-Wijhe,PV23,Overijssel,61.0,210.0,8196,245,2.5,75.0,248,340.0,96.0,85.0,6.0,9.0,16.0,3690.0,1860.0,2.235294117647059,0.8130081300813008,28.9,0.4489795918367347,1.7,1.3,5.0,3.442622950819672,85.71428571428571,24.897959183673468
2017,BU17730626,Welsum,WK177306,Wijk 06 Welsum,GM1773,Olst-Wijhe,PV23,Overijssel,44.0,164.0,8196,245,2.5,75.0,248,340.0,96.0,85.0,6.0,9.0,16.0,3690.0,1860.0,2.235294117647059,0.8130081300813008,28.9,0.4489795918367347,1.7,1.3,5.0,3.727272727272727,66.93877551020408,17.959183673469386
2016,BU17730626,Welsum,WK177306,Wijk 06 Welsum,GM1773,Olst-Wijhe,PV23,Overijssel,28.0,133.0,8196,245,2.5,75.0,248,340.0,96.0,85.0,6.0,9.0,16.0,3690.0,1860.0,2.235294117647059,0.8130081300813008,28.9,0.4489795918367347,1.7,1.3,5.0,4.75,54.285714285714285,11.428571428571429
2019,BU17730626,Welsum,WK177306,Wijk 06 Welsum,GM1773,Olst-Wijhe,PV23,Overijssel,79.0,507.0,8196,245,2.5,75.0,248,340.0,96.0,85.0,6.0,9.0,16.0,3690.0,1860.0,2.235294117647059,0.8130081300813008,28.9,0.4489795918367347,1.7,1.3,5.0,6.417721518987341,206.9387755102041,32.244897959183675
2020,BU17730626,Welsum,WK177306,Wijk 06 Welsum,GM1773,Olst-Wijhe,PV23,Overijssel,87.0,554.0,8196,245,2.5,75.0,248,340.0,96.0,85.0,6.0,9.0,16.0,3690.0,1860.0,2.235294117647059,0.8130081300813008,28.9,0.4489795918367347,1.7,1.3,5.0,6.367816091954023,226.12244897959184,35.51020408163265
2021,BU17730626,Welsum,WK177306,Wijk 06 Welsum,GM1773,Olst-Wijhe,PV23,Overijssel,97.0,626.0,8196,245,2.5,75.0,248,340.0,96.0,85.0,6.0,9.0,16.0,3690.0,1860.0,2.235294117647059,0.8130081300813008,28.9,0.4489795918367347,1.7,1.3,5.0,6.453608247422681,255.51020408163265,39.59183673469388
2018,BU17730727,Den Nul Kern,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,59.0,150.00000000000003,8121,220,2.3,717.0,213,226.0,98.0,76.0,20.0,4.0,10.0,3130.0,1470.0,2.0232558139534884,0.7692307692307693,26.3,0.1818181818181818,1.9,0.3,5.0,2.542372881355932,68.18181818181819,26.818181818181817
2017,BU17730727,Den Nul Kern,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,29.0,93.0,8121,220,2.3,717.0,213,226.0,98.0,76.0,20.0,4.0,10.0,3130.0,1470.0,2.0232558139534884,0.7692307692307693,26.3,0.1818181818181818,1.9,0.3,5.0,3.206896551724138,42.27272727272727,13.181818181818182
2016,BU17730727,Den Nul Kern,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,24.0,77.0,8121,220,2.3,717.0,213,226.0,98.0,76.0,20.0,4.0,10.0,3130.0,1470.0,2.0232558139534884,0.7692307692307693,26.3,0.1818181818181818,1.9,0.3,5.0,3.2083333333333335,35.0,10.909090909090908
2019,BU17730727,Den Nul Kern,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,71.0,226.0,8121,220,2.3,717.0,213,226.0,98.0,76.0,20.0,4.0,10.0,3130.0,1470.0,2.0232558139534884,0.7692307692307693,26.3,0.1818181818181818,1.9,0.3,5.0,3.183098591549296,102.72727272727273,32.27272727272727
2020,BU17730727,Den Nul Kern,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,89.0,276.0,8121,220,2.3,717.0,213,226.0,98.0,76.0,20.0,4.0,10.0,3130.0,1470.0,2.0232558139534884,0.7692307692307693,26.3,0.1818181818181818,1.9,0.3,5.0,3.101123595505618,125.45454545454545,40.45454545454545
2021,BU17730727,Den Nul Kern,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,105.0,441.0,8121,220,2.3,717.0,213,226.0,98.0,76.0,20.0,4.0,10.0,3130.0,1470.0,2.0232558139534884,0.7692307692307693,26.3,0.1818181818181818,1.9,0.3,5.0,4.2,200.45454545454547,47.72727272727273
2018,BU17730728,Buitengebied Den Nul,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,17.0,83.0,8121,110,2.7,34.0,106,392.0,100.0,88.0,1.0,11.0,9.0,3910.0,2030.0,2.0,0.6779661016949152,29.8,0.5,1.6,1.8,5.0,4.882352941176471,75.45454545454545,15.454545454545455
2017,BU17730728,Buitengebied Den Nul,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,15.0,62.0,8121,110,2.7,34.0,106,392.0,100.0,88.0,1.0,11.0,9.0,3910.0,2030.0,2.0,0.6779661016949152,29.8,0.5,1.6,1.8,5.0,4.133333333333334,56.36363636363637,13.636363636363637
2016,BU17730728,Buitengebied Den Nul,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,13.0,55.0,8121,110,2.7,34.0,106,392.0,100.0,88.0,1.0,11.0,9.0,3910.0,2030.0,2.0,0.6779661016949152,29.8,0.5,1.6,1.8,5.0,4.230769230769231,50.0,11.818181818181818
2019,BU17730728,Buitengebied Den Nul,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,22.0,160.00000000000003,8121,110,2.7,34.0,106,392.0,100.0,88.0,1.0,11.0,9.0,3910.0,2030.0,2.0,0.6779661016949152,29.8,0.5,1.6,1.8,5.0,7.2727272727272725,145.45454545454547,20.0
2020,BU17730728,Buitengebied Den Nul,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,46.0,393.0,8121,110,2.7,34.0,106,392.0,100.0,88.0,1.0,11.0,9.0,3910.0,2030.0,2.0,0.6779661016949152,29.8,0.5,1.6,1.8,5.0,8.543478260869565,357.27272727272725,41.81818181818182
2021,BU17730728,Buitengebied Den Nul,WK177307,Wijk 07 Den Nul,GM1773,Olst-Wijhe,PV23,Overijssel,40.0,344.0,8121,110,2.7,34.0,106,392.0,100.0,88.0,1.0,11.0,9.0,3910.0,2030.0,2.0,0.6779661016949152,29.8,0.5,1.6,1.8,5.0,8.6,312.72727272727275,36.36363636363637
2018,BU17730930,Elshof,WK177309,Wijk 09 Elshof,GM1773,Olst-Wijhe,PV23,Overijssel,65.0,330.0,8131,290,2.6,34.0,283,364.0,97.0,89.0,0.0,10.0,11.0,3940.0,2030.0,1.9047619047619049,0.7894736842105263,29.5,0.4655172413793103,1.8,3.5,5.0,5.076923076923077,113.79310344827586,22.413793103448278
2017,BU17730930,Elshof,WK177309,Wijk 09 Elshof,GM1773,Olst-Wijhe,PV23,Overijssel,57.0,288.0,8131,290,2.6,34.0,283,364.0,97.0,89.0,0.0,10.0,11.0,3940.0,2030.0,1.9047619047619049,0.7894736842105263,29.5,0.4655172413793103,1.8,3.5,5.0,5.052631578947368,99.3103448275862,19.655172413793103
2016,BU17730930,Elshof,WK177309,Wijk 09 Elshof,GM1773,Olst-Wijhe,PV23,Overijssel,46.0,231.00000000000003,8131,290,2.6,34.0,283,364.0,97.0,89.0,0.0,10.0,11.0,3940.0,2030.0,1.9047619047619049,0.7894736842105263,29.5,0.4655172413793103,1.8,3.5,5.0,5.021739130434782,79.65517241379311,15.862068965517242
2019,BU17730930,Elshof,WK177309,Wijk 09 Elshof,GM1773,Olst-Wijhe,PV23,Overijssel,91.0,822.0,8131,290,2.6,34.0,283,364.0,97.0,89.0,0.0,10.0,11.0,3940.0,2030.0,1.9047619047619049,0.7894736842105263,29.5,0.4655172413793103,1.8,3.5,5.0,9.032967032967033,283.44827586206895,31.379310344827587
2020,BU17730930,Elshof,WK177309,Wijk 09 Elshof,GM1773,Olst-Wijhe,PV23,Overijssel,107.0,968.9999999999999,8131,290,2.6,34.0,283,364.0,97.0,89.0,0.0,10.0,11.0,3940.0,2030.0,1.9047619047619049,0.7894736842105263,29.5,0.4655172413793103,1.8,3.5,5.0,9.05607476635514,334.13793103448273,36.89655172413793
2021,BU17730930,Elshof,WK177309,Wijk 09 Elshof,GM1773,Olst-Wijhe,PV23,Overijssel,126.0,1126.0,8131,290,2.6,34.0,283,364.0,97.0,89.0,0.0,10.0,11.0,3940.0,2030.0,1.9047619047619049,0.7894736842105263,29.5,0.4655172413793103,1.8,3.5,5.0,8.936507936507937,388.2758620689655,43.44827586206897
2018,BU17731233,Herxen,WK177312,Wijk 12 Herxen,GM1773,Olst-Wijhe,PV23,Overijssel,40.0,186.0,8131,155,2.8,49.0,155,358.0,86.0,90.0,6.0,4.0,10.0,3830.0,1770.0,1.9705882352941175,0.6976744186046512,28.9,0.3870967741935484,1.4,2.6,5.0,4.65,120.0,25.806451612903224
2017,BU17731233,Herxen,WK177312,Wijk 12 Herxen,GM1773,Olst-Wijhe,PV23,Overijssel,34.0,155.0,8131,155,2.8,49.0,155,358.0,86.0,90.0,6.0,4.0,10.0,3830.0,1770.0,1.9705882352941175,0.6976744186046512,28.9,0.3870967741935484,1.4,2.6,5.0,4.5588235294117645,100.0,21.93548387096774
2016,BU17731233,Herxen,WK177312,Wijk 12 Herxen,GM1773,Olst-Wijhe,PV23,Overijssel,30.0,133.0,8131,155,2.8,49.0,155,358.0,86.0,90.0,6.0,4.0,10.0,3830.0,1770.0,1.9705882352941175,0.6976744186046512,28.9,0.3870967741935484,1.4,2.6,5.0,4.433333333333334,85.80645161290323,19.35483870967742
2019,BU17731233,Herxen,WK177312,Wijk 12 Herxen,GM1773,Olst-Wijhe,PV23,Overijssel,48.0,365.0,8131,155,2.8,49.0,155,358.0,86.0,90.0,6.0,4.0,10.0,3830.0,1770.0,1.9705882352941175,0.6976744186046512,28.9,0.3870967741935484,1.4,2.6,5.0,7.604166666666667,235.48387096774192,30.967741935483872
2020,BU17731233,Herxen,WK177312,Wijk 12 Herxen,GM1773,Olst-Wijhe,PV23,Overijssel,76.0,515.9999999999999,8131,155,2.8,49.0,155,358.0,86.0,90.0,6.0,4.0,10.0,3830.0,1770.0,1.9705882352941175,0.6976744186046512,28.9,0.3870967741935484,1.4,2.6,5.0,6.7894736842105265,332.9032258064516,49.03225806451613
2021,BU17731233,Herxen,WK177312,Wijk 12 Herxen,GM1773,Olst-Wijhe,PV23,Overijssel,73.0,432.0,8131,155,2.8,49.0,155,358.0,86.0,90.0,6.0,4.0,10.0,3830.0,1770.0,1.9705882352941175,0.6976744186046512,28.9,0.3870967741935484,1.4,2.6,5.0,5.917808219178082,278.7096774193548,47.096774193548384
2018,BU08260000,Centrum,WK082600,Wijk 00 Oosterhout-Centrum,GM0826,Oosterhout,PV30,Noord-Brabant,64.0,231.0,4901,3085,1.7,5778.0,3276,213.0,40.0,49.0,34.0,14.0,16.0,2350.0,970.0,1.877922077922078,0.8655616942909761,26.9,0.2625607779578606,0.9,0.4,2.0,3.609375,7.487844408427877,2.0745542949756888
2017,BU08260000,Centrum,WK082600,Wijk 00 Oosterhout-Centrum,GM0826,Oosterhout,PV30,Noord-Brabant,48.0,164.0,4901,3085,1.7,5778.0,3276,213.0,40.0,49.0,34.0,14.0,16.0,2350.0,970.0,1.877922077922078,0.8655616942909761,26.9,0.2625607779578606,0.9,0.4,2.0,3.4166666666666665,5.316045380875202,1.5559157212317667
2016,BU08260000,Centrum,WK082600,Wijk 00 Oosterhout-Centrum,GM0826,Oosterhout,PV30,Noord-Brabant,37.0,134.00000000000003,4901,3085,1.7,5778.0,3276,213.0,40.0,49.0,34.0,14.0,16.0,2350.0,970.0,1.877922077922078,0.8655616942909761,26.9,0.2625607779578606,0.9,0.4,2.0,3.6216216216216215,4.343598055105349,1.1993517017828201
2019,BU08260000,Centrum,WK082600,Wijk 00 Oosterhout-Centrum,GM0826,Oosterhout,PV30,Noord-Brabant,109.0,435.0,4901,3085,1.7,5778.0,3276,213.0,40.0,49.0,34.0,14.0,16.0,2350.0,970.0,1.877922077922078,0.8655616942909761,26.9,0.2625607779578606,0.9,0.4,2.0,3.9908256880733943,14.100486223662886,3.53322528363047
2020,BU08260000,Centrum,WK082600,Wijk 00 Oosterhout-Centrum,GM0826,Oosterhout,PV30,Noord-Brabant,181.0,654.0,4901,3085,1.7,5778.0,3276,213.0,40.0,49.0,34.0,14.0,16.0,2350.0,970.0,1.877922077922078,0.8655616942909761,26.9,0.2625607779578606,0.9,0.4,2.0,3.613259668508287,21.19935170178282,5.86709886547812
2021,BU08260000,Centrum,WK082600,Wijk 00 Oosterhout-Centrum,GM0826,Oosterhout,PV30,Noord-Brabant,247.0,974.0,4901,3085,1.7,5778.0,3276,213.0,40.0,49.0,34.0,14.0,16.0,2350.0,970.0,1.877922077922078,0.8655616942909761,26.9,0.2625607779578606,0.9,0.4,2.0,3.9433198380566803,31.572123176661265,8.006482982171798
