BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam
4105,BU03630801,Sarphatistrook,WK036308,Weesperbuurt/Plantage,GM0363,Amsterdam,PV27,Noord-Holland
4106,BU03630803,de Plantage,WK036308,Weesperbuurt/Plantage,GM0363,Amsterdam,PV27,Noord-Holland
4107,BU03630804,Alexanderplein e.o.,WK036308,Weesperbuurt/Plantage,GM0363,Amsterdam,PV27,Noord-Holland
4108,BU03630900,Marine-Etablissement,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4109,BU03630901,Kattenburg,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4110,BU03630902,Wittenburg,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4111,BU03630903,Oostenburg,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4112,BU03630904,Czaar Peterbuurt,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4113,BU03630905,Het Funen,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4114,BU03630907,Kazernebuurt,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4115,BU03630908,Kadijken,WK036309,Oostelijke Eilanden/Kadijken,GM0363,Amsterdam,PV27,Noord-Holland
4116,BU03631000,Coenhaven/Mercuriushaven,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4117,BU03631001,Alfa-driehoek,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4118,BU03631002,Petroleumhaven,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4119,BU03631003,Westhaven Noord,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4120,BU03631004,Vervoerscentrum,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4121,BU03631005,Amerikahaven,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4122,BU03631006,Afrikahaven,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4123,BU03631007,Westhaven Zuid,WK036310,Westelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4124,BU03631100,Sloterdijk II,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4125,BU03631102,Sloterdijk III Oost,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4126,BU03631103,Sloterdijk III West,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4127,BU03631104,De Heining,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4128,BU03631105,Teleport,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4129,BU03631107,Bretten Oost,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4130,BU03631109,Bretten West,WK036311,Bedrijventerrein Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4131,BU03631200,Houthavens West,WK036312,Houthavens,GM0363,Amsterdam,PV27,Noord-Holland
4132,BU03631201,Houthavens Oost,WK036312,Houthavens,GM0363,Amsterdam,PV27,Noord-Holland
4133,BU03631300,Zeeheldenbuurt,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4134,BU03631301,Spaarndammerbuurt Noordoost,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4135,BU03631302,Spaarndammerbuurt Zuidoost,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4136,BU03631303,Spaarndammerbuurt Zuidwest,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4137,BU03631304,Spaarndammerbuurt Midden,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4138,BU03631305,Spaarndammerbuurt Noordwest,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4139,BU03631306,Westergasfabriek,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4140,BU03631307,Overbraker Binnenpolder,WK036313,Spaarndammer- en Zeeheldenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4141,BU03631400,De Wittenbuurt Noord,WK036314,Staatsliedenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4142,BU03631401,De Wittenbuurt Zuid,WK036314,Staatsliedenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4143,BU03631402,Staatsliedenbuurt Noordoost,WK036314,Staatsliedenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4144,BU03631403,Fannius Scholtenbuurt,WK036314,Staatsliedenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4145,BU03631404,Westerstaatsman,WK036314,Staatsliedenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4146,BU03631405,Buyskade e.o.,WK036314,Staatsliedenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4147,BU03631500,Ecowijk,WK036315,Centrale Markt,GM0363,Amsterdam,PV27,Noord-Holland
4148,BU03631501,Markthallen,WK036315,Centrale Markt,GM0363,Amsterdam,PV27,Noord-Holland
4149,BU03631502,Bedrijvencentrum Westerkwartier,WK036315,Centrale Markt,GM0363,Amsterdam,PV27,Noord-Holland
4150,BU03631503,Marcanti,WK036315,Centrale Markt,GM0363,Amsterdam,PV27,Noord-Holland
4151,BU03631600,Frederik Hendrikbuurt Noord,WK036316,Frederik Hendrikbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4152,BU03631601,Frederik Hendrikbuurt Zuidoost,WK036316,Frederik Hendrikbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4153,BU03631602,Frederik Hendrikbuurt Zuidwest,WK036316,Frederik Hendrikbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4154,BU03631700,Da Costabuurt Noord,WK036317,Da Costabuurt,GM0363,Amsterdam,PV27,Noord-Holland
4155,BU03631800,Bellamybuurt Noord,WK036318,Kinkerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4156,BU03631801,Bellamybuurt Zuid,WK036318,Kinkerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4157,BU03631900,Da Costabuurt Zuid,WK036319,Van Lennepbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4158,BU03631901,Borgerbuurt,WK036319,Van Lennepbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4159,BU03631902,Lootsbuurt,WK036319,Van Lennepbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4160,BU03632000,Helmersbuurt Oost,WK036320,Helmersbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4161,BU03632001,WG-terrein,WK036320,Helmersbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4162,BU03632002,Cremerbuurt Oost,WK036320,Helmersbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4163,BU03632100,Cremerbuurt West,WK036321,Overtoomse Sluis,GM0363,Amsterdam,PV27,Noord-Holland
4164,BU03632101,Vondelparkbuurt West,WK036321,Overtoomse Sluis,GM0363,Amsterdam,PV27,Noord-Holland
4165,BU03632200,Vondelparkbuurt Oost,WK036322,Vondelbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4166,BU03632201,Vondelparkbuurt Midden,WK036322,Vondelbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4167,BU03632300,Zuidas Noord,WK036323,Zuidas,GM0363,Amsterdam,PV27,Noord-Holland
4168,BU03632301,RAI,WK036323,Zuidas,GM0363,Amsterdam,PV27,Noord-Holland
4169,BU03632302,VU-kwartier,WK036323,Zuidas,GM0363,Amsterdam,PV27,Noord-Holland
4170,BU03632303,Zuidas Zuid,WK036323,Zuidas,GM0363,Amsterdam,PV27,Noord-Holland
4171,BU03632304,Vivaldi,WK036323,Zuidas,GM0363,Amsterdam,PV27,Noord-Holland
4172,BU03632400,Hemonybuurt,WK036324,Oude Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4173,BU03632401,Gerard Doubuurt,WK036324,Oude Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4174,BU03632402,Frans Halsbuurt,WK036324,Oude Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4175,BU03632403,Hercules Seghersbuurt,WK036324,Oude Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4176,BU03632404,Sarphatiparkbuurt,WK036324,Oude Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4177,BU03632500,Willibrordusbuurt,WK036325,Nieuwe Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4178,BU03632501,Van der Helstpleinbuurt,WK036325,Nieuwe Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4179,BU03632502,Lizzy Ansinghbuurt,WK036325,Nieuwe Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4180,BU03632503,Cornelis Troostbuurt,WK036325,Nieuwe Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4181,BU03632600,Diamantbuurt,WK036326,Zuid Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4182,BU03632601,Burgemeester Tellegenbuurt Oost,WK036326,Zuid Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4183,BU03632602,Burgemeester Tellegenbuurt West,WK036326,Zuid Pijp,GM0363,Amsterdam,PV27,Noord-Holland
4184,BU03632700,Swammerdambuurt,WK036327,Weesperzijde,GM0363,Amsterdam,PV27,Noord-Holland
4185,BU03632701,Weesperzijde Midden/Zuid,WK036327,Weesperzijde,GM0363,Amsterdam,PV27,Noord-Holland
4186,BU03632702,Parooldriehoek,WK036327,Weesperzijde,GM0363,Amsterdam,PV27,Noord-Holland
4187,BU03632800,Oosterparkbuurt Noordwest,WK036328,Oosterparkbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4188,BU03632801,Oosterpark,WK036328,Oosterparkbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4189,BU03632802,Oosterparkbuurt Zuidoost,WK036328,Oosterparkbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4190,BU03632803,Oosterparkbuurt Zuidwest,WK036328,Oosterparkbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4191,BU03632900,Dapperbuurt Noord,WK036329,Dapperbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4192,BU03632901,Dapperbuurt Zuid,WK036329,Dapperbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4193,BU03632902,Oostpoort,WK036329,Dapperbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4194,BU03633000,Transvaalbuurt West,WK036330,Transvaalbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4195,BU03633001,Transvaalbuurt Oost,WK036330,Transvaalbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4196,BU03633100,Noordwestkwadrant Indische buurt Noord,WK036331,Indische Buurt West,GM0363,Amsterdam,PV27,Noord-Holland
4197,BU03633101,Noordwestkwadrant Indische buurt Zuid,WK036331,Indische Buurt West,GM0363,Amsterdam,PV27,Noord-Holland
4198,BU03633102,Zuidwestkwadrant Indische buurt,WK036331,Indische Buurt West,GM0363,Amsterdam,PV27,Noord-Holland
4199,BU03633200,Noordoostkwadrant Indische buurt,WK036332,Indische Buurt Oost,GM0363,Amsterdam,PV27,Noord-Holland
4200,BU03633201,Zuidoostkwadrant Indische buurt,WK036332,Indische Buurt Oost,GM0363,Amsterdam,PV27,Noord-Holland
4201,BU03633202,Zeeburgerdijk Oost,WK036332,Indische Buurt Oost,GM0363,Amsterdam,PV27,Noord-Holland
4202,BU03633203,Flevopark,WK036332,Indische Buurt Oost,GM0363,Amsterdam,PV27,Noord-Holland
4203,BU03633300,Oostelijke Handelskade,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4204,BU03633301,Rietlanden,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4205,BU03633302,Java-eiland,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4206,BU03633303,KNSM-eiland,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4207,BU03633304,Sporenburg,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4208,BU03633305,Borneo,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4209,BU03633306,Entrepot-Noordwest,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4210,BU03633307,Architectenbuurt,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4211,BU03633308,Bedrijvengebied Veelaan,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4212,BU03633309,Bedrijvengebied Cruquiusweg,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4213,BU03633310,Bedrijvengebied Zeeburgerkade,WK036333,Oostelijk Havengebied,GM0363,Amsterdam,PV27,Noord-Holland
4214,BU03633400,Zeeburgereiland Noordwest,WK036334,Zeeburgereiland/Nieuwe Diep,GM0363,Amsterdam,PV27,Noord-Holland
4215,BU03633402,Zeeburgereiland Zuidoost,WK036334,Zeeburgereiland/Nieuwe Diep,GM0363,Amsterdam,PV27,Noord-Holland
4216,BU03633403,Zeeburgereiland Zuidwest,WK036334,Zeeburgereiland/Nieuwe Diep,GM0363,Amsterdam,PV27,Noord-Holland
4217,BU03633404,Nieuwe Diep/Diemerpark,WK036334,Zeeburgereiland/Nieuwe Diep,GM0363,Amsterdam,PV27,Noord-Holland
4218,BU03633405,RI Oost terrein,WK036334,Zeeburgereiland/Nieuwe Diep,GM0363,Amsterdam,PV27,Noord-Holland
4219,BU03633406,Zeeburgereiland Noordoost,WK036334,Zeeburgereiland/Nieuwe Diep,GM0363,Amsterdam,PV27,Noord-Holland
4220,BU03633500,Steigereiland Noord,WK036335,IJburg West,GM0363,Amsterdam,PV27,Noord-Holland
4221,BU03633501,Steigereiland Zuid,WK036335,IJburg West,GM0363,Amsterdam,PV27,Noord-Holland
4222,BU03633502,Haveneiland Zuidwest/Rieteiland West,WK036335,IJburg West,GM0363,Amsterdam,PV27,Noord-Holland
4223,BU03633504,Haveneiland Noordwest,WK036335,IJburg West,GM0363,Amsterdam,PV27,Noord-Holland
4224,BU03633505,Haveneiland Noordoost,WK036335,IJburg West,GM0363,Amsterdam,PV27,Noord-Holland
4225,BU03633600,Woon- en Groengebied Sloterdijk,WK036336,Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4226,BU03633601,Bedrijventerrein Sloterdijk I,WK036336,Sloterdijk,GM0363,Amsterdam,PV27,Noord-Holland
4227,BU03633700,Bedrijventerrein Landlust,WK036337,Landlust,GM0363,Amsterdam,PV27,Noord-Holland
4228,BU03633702,Bosleeuw,WK036337,Landlust,GM0363,Amsterdam,PV27,Noord-Holland
4229,BU03633703,Landlust Zuid,WK036337,Landlust,GM0363,Amsterdam,PV27,Noord-Holland
4230,BU03633704,Erasmusparkbuurt Oost,WK036337,Landlust,GM0363,Amsterdam,PV27,Noord-Holland
4231,BU03633705,Gibraltarbuurt,WK036337,Landlust,GM0363,Amsterdam,PV27,Noord-Holland
4232,BU03633706,Landlust Noord,WK036337,Landlust,GM0363,Amsterdam,PV27,Noord-Holland
4233,BU03633802,Erasmusparkbuurt West,WK036338,Erasmuspark,GM0363,Amsterdam,PV27,Noord-Holland
4234,BU03633803,Robert Scottbuurt Oost,WK036338,Erasmuspark,GM0363,Amsterdam,PV27,Noord-Holland
4235,BU03633900,Robert Scottbuurt West,WK036339,De Kolenkit,GM0363,Amsterdam,PV27,Noord-Holland
4236,BU03633901,Laan van Spartaan,WK036339,De Kolenkit,GM0363,Amsterdam,PV27,Noord-Holland
4237,BU03633902,Kolenkitbuurt Zuid,WK036339,De Kolenkit,GM0363,Amsterdam,PV27,Noord-Holland
4238,BU03633903,Kolenkitbuurt Noord,WK036339,De Kolenkit,GM0363,Amsterdam,PV27,Noord-Holland
4239,BU03634000,Geuzenhofbuurt,WK036340,Geuzenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4240,BU03634001,Trompbuurt,WK036340,Geuzenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4241,BU03634002,Pieter van der Doesbuurt,WK036340,Geuzenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4242,BU03634100,John Franklinbuurt,WK036341,Van Galenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4243,BU03634101,Jan Maijenbuurt,WK036341,Van Galenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4244,BU03634102,Orteliusbuurt Noord,WK036341,Van Galenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4245,BU03634103,Mercatorpark,WK036341,Van Galenbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4246,BU03634200,Balboaplein e.o.,WK036342,Hoofdweg e.o.,GM0363,Amsterdam,PV27,Noord-Holland
4247,BU03634201,Columbusplein e.o.,WK036342,Hoofdweg e.o.,GM0363,Amsterdam,PV27,Noord-Holland
4248,BU03634202,Orteliusbuurt Midden,WK036342,Hoofdweg e.o.,GM0363,Amsterdam,PV27,Noord-Holland
4249,BU03634203,Orteliusbuurt Zuid,WK036342,Hoofdweg e.o.,GM0363,Amsterdam,PV27,Noord-Holland
4250,BU03634300,Paramariboplein e.o.,WK036343,Westindische Buurt,GM0363,Amsterdam,PV27,Noord-Holland
4251,BU03634301,Postjeskade e.o.,WK036343,Westindische Buurt,GM0363,Amsterdam,PV27,Noord-Holland
4252,BU03634400,Surinamepleinbuurt,WK036344,Hoofddorppleinbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4253,BU03634401,Westlandgrachtbuurt,WK036344,Hoofddorppleinbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4254,BU03634402,Aalsmeerwegbuurt West,WK036344,Hoofddorppleinbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4255,BU03634403,Aalsmeerwegbuurt Oost,WK036344,Hoofddorppleinbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4256,BU03634404,Legmeerpleinbuurt,WK036344,Hoofddorppleinbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4257,BU03634405,Bedrijventerrein Schinkel,WK036344,Hoofddorppleinbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4258,BU03634500,Schinkelbuurt Noord,WK036345,Schinkelbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4259,BU03634501,Schinkelbuurt Zuid,WK036345,Schinkelbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4260,BU03634600,Valeriusbuurt Oost,WK036346,Willemspark,GM0363,Amsterdam,PV27,Noord-Holland
4261,BU03634601,Valeriusbuurt West,WK036346,Willemspark,GM0363,Amsterdam,PV27,Noord-Holland
4262,BU03634602,Willemsparkbuurt Noord,WK036346,Willemspark,GM0363,Amsterdam,PV27,Noord-Holland
4263,BU03634603,Vondelpark West,WK036346,Willemspark,GM0363,Amsterdam,PV27,Noord-Holland
4264,BU03634700,Johannnes Vermeerbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4265,BU03634701,P.C. Hooftbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4266,BU03634702,Concertgebouwbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4267,BU03634703,Cornelis Schuytbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4268,BU03634704,Banpleinbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4269,BU03634705,Hondecoeterbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4270,BU03634706,Harmoniehofbuurt,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4271,BU03634707,Museumplein,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4272,BU03634708,Vondelpark Oost,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4273,BU03634709,Duivelseiland,WK036347,Museumkwartier,GM0363,Amsterdam,PV27,Noord-Holland
4274,BU03634800,Bertelmanpleinbuurt,WK036348,Stadionbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4275,BU03634801,Marathonbuurt Oost,WK036348,Stadionbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4276,BU03634802,Marathonbuurt West,WK036348,Stadionbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4277,BU03634803,Olympisch Stadion e.o.,WK036348,Stadionbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4278,BU03634804,IJsbaanpad e.o.,WK036348,Stadionbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4279,BU03634805,Van Tuyllbuurt,WK036348,Stadionbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4280,BU03634900,Diepenbrockbuurt,WK036349,Apollobuurt,GM0363,Amsterdam,PV27,Noord-Holland
4281,BU03634901,Beethovenbuurt,WK036349,Apollobuurt,GM0363,Amsterdam,PV27,Noord-Holland
4282,BU03634902,Hiltonbuurt,WK036349,Apollobuurt,GM0363,Amsterdam,PV27,Noord-Holland
4283,BU03634903,Minervabuurt Noord,WK036349,Apollobuurt,GM0363,Amsterdam,PV27,Noord-Holland
4284,BU03634904,Minervabuurt Midden,WK036349,Apollobuurt,GM0363,Amsterdam,PV27,Noord-Holland
4285,BU03634905,Minervabuurt Zuid,WK036349,Apollobuurt,GM0363,Amsterdam,PV27,Noord-Holland
4286,BU03635000,Strandeiland,WK036350,IJburg Oost,GM0363,Amsterdam,PV27,Noord-Holland
4287,BU03635001,Middeneiland Zuidoost,WK036350,IJburg Oost,GM0363,Amsterdam,PV27,Noord-Holland
4288,BU03635003,Middeneiland Zuidwest,WK036350,IJburg Oost,GM0363,Amsterdam,PV27,Noord-Holland
4289,BU03635005,Buiteneiland,WK036350,IJburg Oost,GM0363,Amsterdam,PV27,Noord-Holland
4290,BU03635006,Centrumeiland,WK036350,IJburg Oost,GM0363,Amsterdam,PV27,Noord-Holland
4291,BU03635100,Rieteiland Oost,WK036351,IJburg Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4292,BU03635101,Haveneiland Oost,WK036351,IJburg Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4293,BU03635102,Haveneiland Noord,WK036351,IJburg Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4294,BU03635200,Wielingenbuurt,WK036352,Scheldebuurt,GM0363,Amsterdam,PV27,Noord-Holland
4295,BU03635201,Scheldebuurt West,WK036352,Scheldebuurt,GM0363,Amsterdam,PV27,Noord-Holland
4296,BU03635202,Scheldebuurt Midden,WK036352,Scheldebuurt,GM0363,Amsterdam,PV27,Noord-Holland
4297,BU03635203,Scheldebuurt Oost,WK036352,Scheldebuurt,GM0363,Amsterdam,PV27,Noord-Holland
4298,BU03635206,Veluwebuurt,WK036352,Scheldebuurt,GM0363,Amsterdam,PV27,Noord-Holland
4299,BU03635207,Kop Zuidas,WK036352,Scheldebuurt,GM0363,Amsterdam,PV27,Noord-Holland
4300,BU03635300,IJselbuurt West,WK036353,IJselbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4301,BU03635301,IJselbuurt Oost,WK036353,IJselbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4302,BU03635400,Kromme Mijdrechtbuurt,WK036354,Rijnbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4303,BU03635401,Rijnbuurt Oost,WK036354,Rijnbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4304,BU03635402,Rijnbuurt Midden,WK036354,Rijnbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4305,BU03635403,Rijnbuurt West,WK036354,Rijnbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4306,BU03635404,Zorgvlied,WK036354,Rijnbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4307,BU03635501,De Eenhoorn,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4308,BU03635502,Julianapark,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4309,BU03635503,Don Bosco,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4310,BU03635504,Frankendael,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4311,BU03635505,Tuindorp Amstelstation,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4312,BU03635506,De Wetbuurt,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4313,BU03635507,Tuindorp Frankendael,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4314,BU03635508,Van der Kunbuurt,WK036355,Frankendael,GM0363,Amsterdam,PV27,Noord-Holland
4315,BU03635600,Linnaeusparkbuurt,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4316,BU03635601,Middenmeer Noord,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4317,BU03635602,Middenmeer Zuid,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4318,BU03635603,Sportpark Middenmeer Zuid,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4319,BU03635604,Sportpark Middenmeer Noord,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4320,BU03635605,Park de Meer,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4321,BU03635606,Sportpark Voorland,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4322,BU03635607,Science Park Noord,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4323,BU03635608,Science Park Zuid,WK036356,Middenmeer,GM0363,Amsterdam,PV27,Noord-Holland
4324,BU03635700,Betondorp,WK036357,Betondorp,GM0363,Amsterdam,PV27,Noord-Holland
4325,BU03635701,Nieuwe Oosterbegraafplaats,WK036357,Betondorp,GM0363,Amsterdam,PV27,Noord-Holland
4326,BU03635702,Drieburg,WK036357,Betondorp,GM0363,Amsterdam,PV27,Noord-Holland
4327,BU03635801,Weespertrekvaart,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4328,BU03635804,Amstelglorie,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4329,BU03635805,Overamstel,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4330,BU03635806,Amstelkwartier Noord,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4331,BU03635807,De Omval,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4332,BU03635808,Amstelkwartier Zuid,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4333,BU03635809,Amstelkwartier West,WK036358,Omval/Overamstel,GM0363,Amsterdam,PV27,Noord-Holland
4334,BU03635900,Prinses Irenebuurt,WK036359,Prinses Irenebuurt e.o.,GM0363,Amsterdam,PV27,Noord-Holland
4335,BU03635901,Beatrixpark,WK036359,Prinses Irenebuurt e.o.,GM0363,Amsterdam,PV27,Noord-Holland
4336,BU03636000,Van der Pekbuurt,WK036360,Volewijck,GM0363,Amsterdam,PV27,Noord-Holland
