BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam
5753,BU04840803,Evenaar-West,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5754,BU04840804,De Oude Wereld-West,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5755,BU04840805,De Oude Wereld-Oost,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5756,BU04840806,Evenaar-Oost,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5757,BU04840807,Zefierzijde,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5758,BU04840808,Vroonhoevebuurt,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5759,BU04840809,Archeon,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5760,BU04840810,Polderpeil-West,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5761,BU04840811,Polderpeil-Oost,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5762,BU04840812,Bedrijventerrein De Schans II,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5763,BU04840813,Wagenburg,WK048408,Kerk en Zanen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5764,BU04840901,Rietveldsepad,WK048409,Rietveld,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5765,BU04843101,Noordpolder,WK048431,Benthuizen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5766,BU04843102,Benthuizen Dorp-West,WK048431,Benthuizen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5767,BU04843103,Benthuizen Dorp-Oost,WK048431,Benthuizen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5768,BU04843104,Bentwoud,WK048431,Benthuizen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5769,BU04844501,Noordeinde,WK048445,Aarlanderveen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5770,BU04844502,Hoge Dijk,WK048445,Aarlanderveen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5771,BU04844503,Aarlanderveen Dorp,WK048445,Aarlanderveen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5772,BU04844504,Zuideinde,WK048445,Aarlanderveen,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5773,BU04847001,Nesse,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5774,BU04847002,Rijneveld-Noord,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5775,BU04847003,Rijneveld-Zuid,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5776,BU04847004,Laag Boskoop,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5777,BU04847005,Draaistok,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5778,BU04847006,Biezen-West,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5779,BU04847007,Biezen-Oost,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5780,BU04847008,Zonnedauw,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5781,BU04847009,Snijdelwijk,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5782,BU04847010,Vogelbuurt,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5783,BU04847011,Voorofschebuurt,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5784,BU04847012,Appelbuurt,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5785,BU04847013,Botanicusbuurt,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5786,BU04847014,Zuidwijk,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5787,BU04847015,Spoelwijk,WK048470,Boskoop,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5788,BU04847101,Zwammerdam Dorp,WK048471,Zwammerdam,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5789,BU04847102,Hooge Burch,WK048471,Zwammerdam,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5790,BU04847103,De Burcht,WK048471,Zwammerdam,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5791,BU04849101,Buitengebied Hazerswoude-Dorp,WK048491,Hazerswoude-Dorp,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5792,BU04849102,Rietveldse polder,WK048491,Hazerswoude-Dorp,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5793,BU04849103,Hazerswoude-Dorp-West,WK048491,Hazerswoude-Dorp,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5794,BU04849104,Hazerswoude-Dorp-Oost,WK048491,Hazerswoude-Dorp,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5795,BU04849105,Voorweg,WK048491,Hazerswoude-Dorp,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5796,BU04849401,Rijndijk,WK048494,Hazerswoude-Rijndijk,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5797,BU04849402,Rhynenburch,WK048494,Hazerswoude-Rijndijk,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5798,BU04849403,Zonneveld,WK048494,Hazerswoude-Rijndijk,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5799,BU04849404,Buitengebied Hazerswoude-Rijndijk,WK048494,Hazerswoude-Rijndijk,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5800,BU04849601,Buitengebied Koudekerk aan den Rijn,WK048496,Koudekerk aan den Rijn,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5801,BU04849602,Koudekerk aan den Rijn-Noord,WK048496,Koudekerk aan den Rijn,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5802,BU04849603,Koudekerk aan den Rijn-Zuid,WK048496,Koudekerk aan den Rijn,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5803,BU04849604,Bedrijventerrein Hoogewaard,WK048496,Koudekerk aan den Rijn,GM0484,Alphen aan den Rijn,PV28,Zuid-Holland
5804,BU04890101,Centrum,WK048901,Wijk 01 Centrum,GM0489,Barendrecht,PV28,Zuid-Holland
5805,BU04890102,Centrum Oost,WK048901,Wijk 01 Centrum,GM0489,Barendrecht,PV28,Zuid-Holland
5806,BU04890103,Centrum West,WK048901,Wijk 01 Centrum,GM0489,Barendrecht,PV28,Zuid-Holland
5807,BU04890204,Noord 1,WK048902,Wijk 02 Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5808,BU04890205,Noord 2,WK048902,Wijk 02 Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5809,BU04890206,Noord 3,WK048902,Wijk 02 Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5810,BU04890207,Noord 4,WK048902,Wijk 02 Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5811,BU04890308,Binnenland,WK048903,Wijk 03 Binnenland,GM0489,Barendrecht,PV28,Zuid-Holland
5812,BU04890409,Oranjewijk 1,WK048904,Wijk 04 Oranjewijk,GM0489,Barendrecht,PV28,Zuid-Holland
5813,BU04890410,Oranjewijk 2,WK048904,Wijk 04 Oranjewijk,GM0489,Barendrecht,PV28,Zuid-Holland
5814,BU04890511,Buitenoord 1,WK048905,Wijk 05 Buitenoord,GM0489,Barendrecht,PV28,Zuid-Holland
5815,BU04890512,Buitenoord 2,WK048905,Wijk 05 Buitenoord,GM0489,Barendrecht,PV28,Zuid-Holland
5816,BU04890513,Buitenoord 3,WK048905,Wijk 05 Buitenoord,GM0489,Barendrecht,PV28,Zuid-Holland
5817,BU04890614,Ter Leede,WK048906,Wijk 06 Ter Leede,GM0489,Barendrecht,PV28,Zuid-Holland
5818,BU04890715,Paddewei,WK048907,Wijk 07 Paddewei,GM0489,Barendrecht,PV28,Zuid-Holland
5819,BU04890816,Molenvliet 1,WK048908,Wijk 08 Molenvliet,GM0489,Barendrecht,PV28,Zuid-Holland
5820,BU04890817,Molenvliet 2,WK048908,Wijk 08 Molenvliet,GM0489,Barendrecht,PV28,Zuid-Holland
5821,BU04890918,Nieuweland 1,WK048909,Wijk 09 Nieuweland,GM0489,Barendrecht,PV28,Zuid-Holland
5822,BU04890919,Nieuweland 2,WK048909,Wijk 09 Nieuweland,GM0489,Barendrecht,PV28,Zuid-Holland
5823,BU04890920,Nieuweland 3,WK048909,Wijk 09 Nieuweland,GM0489,Barendrecht,PV28,Zuid-Holland
5824,BU04890921,Nieuweland 4,WK048909,Wijk 09 Nieuweland,GM0489,Barendrecht,PV28,Zuid-Holland
5825,BU04890922,Nieuweland 5,WK048909,Wijk 09 Nieuweland,GM0489,Barendrecht,PV28,Zuid-Holland
5826,BU04891023,Dorpzicht,WK048910,Wijk 10 Dorpzicht,GM0489,Barendrecht,PV28,Zuid-Holland
5827,BU04891124,Bijdorp,WK048911,Wijk 11 Bijdorp,GM0489,Barendrecht,PV28,Zuid-Holland
5828,BU04891225,Smitshoek,WK048912,Wijk 12 Smitshoek,GM0489,Barendrecht,PV28,Zuid-Holland
5829,BU04891226,Smitshoek 1,WK048912,Wijk 12 Smitshoek,GM0489,Barendrecht,PV28,Zuid-Holland
5830,BU04891227,Smitshoek 2,WK048912,Wijk 12 Smitshoek,GM0489,Barendrecht,PV28,Zuid-Holland
5831,BU04891328,Voordijk,WK048913,Wijk 13 Voordijk,GM0489,Barendrecht,PV28,Zuid-Holland
5832,BU04891429,Meerwede Noordoost,WK048914,Wijk 14 Meerwede,GM0489,Barendrecht,PV28,Zuid-Holland
5833,BU04891430,Meerwede Noordwest,WK048914,Wijk 14 Meerwede,GM0489,Barendrecht,PV28,Zuid-Holland
5834,BU04891431,Meerwede Zuidoost,WK048914,Wijk 14 Meerwede,GM0489,Barendrecht,PV28,Zuid-Holland
5835,BU04891432,Meerwede Zuidwest,WK048914,Wijk 14 Meerwede,GM0489,Barendrecht,PV28,Zuid-Holland
5836,BU04891533,Waterkant,WK048915,Wijk 15 Waterkant,GM0489,Barendrecht,PV28,Zuid-Holland
5837,BU04891634,Havenkwartier,WK048916,Wijk 16 Havenkwartier,GM0489,Barendrecht,PV28,Zuid-Holland
5838,BU04891735,Gaatkensoog,WK048917,Wijk 17 Gaatkensoog,GM0489,Barendrecht,PV28,Zuid-Holland
5839,BU04891836,Riederhoek,WK048918,Wijk 18 Riederhoek,GM0489,Barendrecht,PV28,Zuid-Holland
5840,BU04891937,Vrijheidsakker,WK048919,Wijk 19 Vrijheidsakker,GM0489,Barendrecht,PV28,Zuid-Holland
5841,BU04892039,Vrijenburg,WK048920,Wijk 20 Vrijenburg,GM0489,Barendrecht,PV28,Zuid-Holland
5842,BU04893050,Sportpark Smitshoek,WK048930,Wijk 30 Buitengebied Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5843,BU04893051,Sint Clarabos,WK048930,Wijk 30 Buitengebied Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5844,BU04893052,Vrijenburgbos,WK048930,Wijk 30 Buitengebied Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5845,BU04893053,Kooiwalbos,WK048930,Wijk 30 Buitengebied Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5846,BU04893054,Dordtsestraatweg,WK048930,Wijk 30 Buitengebied Noord,GM0489,Barendrecht,PV28,Zuid-Holland
5847,BU04893160,Koedood,WK048931,Wijk 31 Buitengebied Zuid,GM0489,Barendrecht,PV28,Zuid-Holland
5848,BU04893161,Achterzeedijk West,WK048931,Wijk 31 Buitengebied Zuid,GM0489,Barendrecht,PV28,Zuid-Holland
5849,BU04893162,Achterzeedijk Oost,WK048931,Wijk 31 Buitengebied Zuid,GM0489,Barendrecht,PV28,Zuid-Holland
5850,BU04893163,Noldijk,WK048931,Wijk 31 Buitengebied Zuid,GM0489,Barendrecht,PV28,Zuid-Holland
5851,BU04893164,Kilweg,WK048931,Wijk 31 Buitengebied Zuid,GM0489,Barendrecht,PV28,Zuid-Holland
5852,BU04895070,BT Reijerswaard,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5853,BU04895071,BT Cornelisland,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5854,BU04895072,BT Dierenstein,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5855,BU04895073,BT Veiling,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5856,BU04895074,BT Handelscentrum,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5857,BU04895075,BT Gebroken Meeldijk,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5858,BU04895076,BT Ziedewij,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5859,BU04895077,BT Bijdorp,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5860,BU04895078,BT Kilweg Noord,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5861,BU04895080,BT Achterzeedijk,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5862,BU04895081,BT Vaanpark 1,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5863,BU04895082,BT Vaanpark 2,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5864,BU04895083,BT Vaanpark 3,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5865,BU04895084,BT Vaanpark 4,WK048950,Wijk 50 Bedrijventerreinen,GM0489,Barendrecht,PV28,Zuid-Holland
5866,BU04980000,Buitengebied Noord,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5867,BU04980001,Ten westen van de Tolweg,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5868,BU04980002,Reigersborg Noord,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5869,BU04980003,Plan Noord,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5870,BU04980004,Voorstik,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5871,BU04980005,Centrum,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5872,BU04980006,Plan Oost,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5873,BU04980007,Plan West,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5874,BU04980008,Reigersborg Zuid,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5875,BU04980009,Buitengebied West,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5876,BU04980010,Buitengebied Zuid,WK049800,Hoogkarspel,GM0498,Drechterland,PV27,Noord-Holland
5877,BU04980100,Westwoud,WK049801,Westwoud,GM0498,Drechterland,PV27,Noord-Holland
5878,BU04980101,Oudijk,WK049801,Westwoud,GM0498,Drechterland,PV27,Noord-Holland
5879,BU04980109,Binnenwijzend,WK049801,Westwoud,GM0498,Drechterland,PV27,Noord-Holland
5880,BU04980200,Oosterblokker,WK049802,Oosterblokker,GM0498,Drechterland,PV27,Noord-Holland
5881,BU04980300,Centrum Venhuizen,WK049803,Venhuizen,GM0498,Drechterland,PV27,Noord-Holland
5882,BU04980301,De Buurt,WK049803,Venhuizen,GM0498,Drechterland,PV27,Noord-Holland
5883,BU04980306,De Hout en Blokdijk venhuizen,WK049803,Venhuizen,GM0498,Drechterland,PV27,Noord-Holland
5884,BU04980308,"Drieban (gedeeltelijk), Venhuiz",WK049803,Venhuizen,GM0498,Drechterland,PV27,Noord-Holland
5885,BU04980309,Zuiderdijk,WK049803,Venhuizen,GM0498,Drechterland,PV27,Noord-Holland
5886,BU04980400,Wijdenes,WK049804,Wijdenes,GM0498,Drechterland,PV27,Noord-Holland
5887,BU04980401,Drieban Wijdenes,WK049804,Wijdenes,GM0498,Drechterland,PV27,Noord-Holland
5888,BU04980500,Schellinkhout,WK049805,Schellinkhout,GM0498,Drechterland,PV27,Noord-Holland
5889,BU04980600,De Hout en Blokdijk Hem,WK049806,Hem,GM0498,Drechterland,PV27,Noord-Holland
5890,BU04980601,Hem,WK049806,Hem,GM0498,Drechterland,PV27,Noord-Holland
5891,BU04980602,"Drieban (gedeeltelijk), Hem",WK049806,Hem,GM0498,Drechterland,PV27,Noord-Holland
5892,BU04980700,Oosterleek,WK049807,Oosterleek,GM0498,Drechterland,PV27,Noord-Holland
5893,BU04989997,Groot binnenwater,WK049899,Groot water,GM0498,Drechterland,PV27,Noord-Holland
5894,BU05010000,Brielle,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5895,BU05010001,Spuilaan en omgeving,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5896,BU05010002,De Kapel en omgeving,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5897,BU05010003,Rugge,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5898,BU05010004,Noord Meeuwenoord,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5899,BU05010005,Kleine Goote,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5900,BU05010006,Nieuwland,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5901,BU05010009,Verspreide huizen,WK050100,Wijk 00 Brielle,GM0501,Brielle,PV28,Zuid-Holland
5902,BU05010100,Vierpolders,WK050101,Wijk 01 Vierpolders,GM0501,Brielle,PV28,Zuid-Holland
5903,BU05010109,Verspreide huizen,WK050101,Wijk 01 Vierpolders,GM0501,Brielle,PV28,Zuid-Holland
5904,BU05010200,Zwartewaal,WK050102,Wijk 02 Zwartewaal,GM0501,Brielle,PV28,Zuid-Holland
5905,BU05010201,Tuindorp-Hofstede,WK050102,Wijk 02 Zwartewaal,GM0501,Brielle,PV28,Zuid-Holland
5906,BU05010202,Zalmlaan,WK050102,Wijk 02 Zwartewaal,GM0501,Brielle,PV28,Zuid-Holland
5907,BU05010209,Verspreide huizen,WK050102,Wijk 02 Zwartewaal,GM0501,Brielle,PV28,Zuid-Holland
5908,BU05010300,Recreatiestrook Brielse Maas,WK050103,Wijk 03 Recreatiestrook Brielse Maas,GM0501,Brielle,PV28,Zuid-Holland
5909,BU05020110,IJsseldijk,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5910,BU05020111,Redebuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5911,BU05020112,Rendier/Navigatiebuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5912,BU05020113,Zeeheldenbuurt-west,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5913,BU05020114,Zeeheldenbuurt-oost,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5914,BU05020115,Chopinbuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5915,BU05020116,Bizetbuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5916,BU05020117,Paganinibuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5917,BU05020118,Rossinibuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5918,BU05020119,Puccinibuurt,WK050201,Capelle West en 's Gravenland,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5919,BU05020223,Reviusbuurt,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5920,BU05020224,Dichtersbuurt,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5921,BU05020225,Merelbuurt,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5922,BU05020226,Schildersbuurt,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5923,BU05020227,Valeriusbuurt,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5924,BU05020228,Rozenburcht,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5925,BU05020229,Oude Plaats,WK050202,Middelwatering West,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5926,BU05020332,Hovenbuurt,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5927,BU05020333,Koperwiek,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5928,BU05020334,Meeuwenbuurt,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5929,BU05020335,Alkenoord,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5930,BU05020336,Vuykterrein,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5931,BU05020337,Oude Kern,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5932,BU05020338,Kievitlaan,WK050203,Middelwatering Oost,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5933,BU05020441,De Baronie,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5934,BU05020442,Diepenbuurt,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5935,BU05020443,Dalenbuurt,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5936,BU05020444,Couwenhoek,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5937,BU05020445,Eilandenbuurt,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5938,BU05020446,Waardenbuurt,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5939,BU05020447,AWZI Oostgaarde,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5940,BU05020448,Baaienbuurt,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5941,BU05020449,Paradijssel,WK050204,Oostgaarde Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5942,BU05020551,Beemster/Purmerhoek,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5943,BU05020552,Schermerhoek,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5944,BU05020553,Wormerhoek,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5945,BU05020554,Scandinavischebuurt,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5946,BU05020555,Amerikaansebuurt,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5947,BU05020556,Bergenbuurt,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5948,BU05020557,Molukkenbuurt,WK050205,Oostgaarde Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5949,BU05020621,'s-Gravenweg/Alexanderlaan,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5950,BU05020622,'s-Gravenpark,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5951,BU05020631,Stationsbuurt,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5952,BU05020658,Klaverweide,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5953,BU05020659,Klinkert,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5954,BU05020661,Molenbuurt,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5955,BU05020662,Florabuurt,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5956,BU05020663,Bloemenbuurt-west,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5957,BU05020664,Bloemenbuurt-oost,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5958,BU05020665,Akker/Haagwinde,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5959,BU05020666,Sportpark Schenkel,WK050206,Schenkel,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5960,BU05020770,Dansenbuurt-noord,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5961,BU05020771,Burgenbuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5962,BU05020772,Dansenbuurt-zuid,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5963,BU05020773,Ervenbuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5964,BU05020774,Stadsdeelpark,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5965,BU05020775,Instrumentenbuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5966,BU05020776,Kunstenaarsbuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5967,BU05020777,Operabuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5968,BU05020778,Gebouwenbuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5969,BU05020779,Schildersvormenbuurt,WK050207,Schollevaar Zuid,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5970,BU05020880,Hoofdweg sector E/F,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5971,BU05020881,Hoofdweg sector A,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5972,BU05020882,Hoofdweg sector B,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5973,BU05020883,Hoofdweg sector C,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5974,BU05020884,Hoofdweg sector D,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5975,BU05020885,Hoofdweg sector G,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
5976,BU05020886,Sporenbuurt-west,WK050208,Schollevaar Noord,GM0502,Capelle aan den IJssel,PV28,Zuid-Holland
