WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115
't Look,Veldhoven,Buurt,BU08610005,5506,1200,2.3,3380.0,1213,288.0,81.0,66.0,29.0,6.0,0.0,3000.0,1530.0,2.103448275862069,0.8043875685557587,30.0,0.12083333333333333,1.1,0.4,2.0
Cobbeek en Centrum,Veldhoven,Buurt,BU08610006,5501,2115,1.9,5754.0,2129,209.0,56.0,57.0,37.0,6.0,0.0,2550.0,1090.0,2.0277777777777777,0.8588957055214724,27.8,0.1347517730496454,1.0,0.6,2.0
Heikant-West,Veldhoven,Buurt,BU08610100,5508,1605,2.4,5587.0,1584,265.0,94.0,74.0,20.0,6.0,0.0,3130.0,1240.0,2.0894568690095845,0.7928388746803069,29.0,0.12149532710280374,1.2,0.5,2.0
Heikant-Oost,Veldhoven,Buurt,BU08610101,5508,1060,2.4,4096.0,1068,326.0,95.0,68.0,7.0,25.0,4.0,3270.0,1400.0,2.227272727272727,0.7736943907156673,33.3,0.15566037735849056,1.3,0.4,2.0
De Kelen,Veldhoven,Buurt,BU08610102,5508,1610,2.5,5219.0,1630,310.0,90.0,79.0,18.0,4.0,32.0,3190.0,1160.0,2.263843648208469,0.7598039215686274,29.9,0.13975155279503104,1.2,0.5,3.0
De Polders,Veldhoven,Buurt,BU08610103,5509,1220,2.3,3462.0,1244,348.0,61.0,72.0,24.0,5.0,43.0,3390.0,1210.0,2.3125,0.8156028368794326,34.2,0.1762295081967213,1.2,1.0,2.0
Rosarium,Venlo,Buurt,BU09831103,5911,725,1.6,5553.0,699,200.0,29.0,44.0,22.0,34.0,6.0,2440.0,1350.0,2.25,0.8032128514056225,30.0,0.21379310344827587,0.6,0.3,1.0
Binnenstad-Noord,Venlo,Buurt,BU09831104,5911,760,1.8,5029.0,735,189.0,43.0,49.0,27.0,24.0,1.0,2580.0,1410.0,2.0854700854700856,0.8480565371024735,27.2,0.21710526315789475,0.8,0.4,1.0
Sinselveld,Venlo,Buurt,BU09831201,5912,1175,2.0,9354.0,1056,161.0,60.0,46.0,35.0,18.0,7.0,2600.0,1200.0,1.904494382022472,0.7775377969762419,21.3,0.11914893617021277,0.8,0.6,1.0
Maaswaard,Venlo,Buurt,BU09831202,5912,290,1.7,3524.0,313,225.0,19.0,32.0,46.0,22.0,39.0,2860.0,970.0,2.0,0.7272727272727273,29.4,0.1896551724137931,0.9,0.7,2.0
Hagerbroek,Venlo,Buurt,BU09831204,5912,960,2.7,5651.0,945,245.0,84.0,88.0,3.0,9.0,37.0,3300.0,1200.0,1.99009900990099,0.7969639468690702,26.7,0.125,1.3,0.4,2.0
Hagerhof-oost,Venlo,Buurt,BU09831205,5912,985,2.1,5245.0,873,146.0,88.0,38.0,58.0,4.0,0.0,2600.0,1150.0,1.5923566878980893,0.7390300230946882,17.2,0.07106598984771574,0.8,0.4,2.0
Hagerhof-West,Venlo,Buurt,BU09831206,5912,635,1.8,7531.0,637,136.0,41.0,45.0,25.0,30.0,0.0,2220.0,1130.0,1.967032967032967,0.8810572687224669,25.1,0.07086614173228346,0.9,0.5,2.0
De Tichelarij,Venlo,Buurt,BU09831301,5913,600,2.1,3557.0,613,274.0,75.0,74.0,24.0,2.0,1.0,3050.0,1690.0,2.15,0.8627450980392157,31.1,0.18333333333333332,1.1,0.6,2.0
Rijnbeek,Venlo,Buurt,BU09831302,5913,950,1.8,3877.0,976,178.0,36.0,60.0,15.0,24.0,13.0,2440.0,1160.0,1.9586776859504131,0.8875739644970414,27.2,0.09473684210526316,1.1,0.3,2.0
Groenstraat-Noord,Venlo,Buurt,BU09831303,5913,280,2.2,5956.0,285,285.0,71.0,61.0,29.0,9.0,0.0,2960.0,1190.0,2.238095238095238,0.8130081300813008,30.8,0.08928571428571429,1.0,0.7,3.0
Groenstraat-Zuid,Venlo,Buurt,BU09831304,5913,185,2.4,6353.0,194,306.0,69.0,89.0,0.0,11.0,23.0,3140.0,1150.0,2.085714285714286,0.8695652173913043,32.7,0.08108108108108109,1.2,0.7,2.0
Stalberg-West,Venlo,Buurt,BU09831305,5913,595,2.0,5039.0,616,226.0,64.0,77.0,5.0,18.0,9.0,2870.0,1350.0,2.1847826086956523,0.8163265306122449,29.3,0.15966386554621848,1.0,0.5,2.0
Groeneveld,Venlo,Buurt,BU09831306,5913,915,2.1,6063.0,903,204.0,72.0,59.0,26.0,15.0,0.0,2670.0,1030.0,1.9251700680272108,0.8333333333333334,26.0,0.07650273224043716,0.9,0.4,2.0
Hogekamp,Venlo,Buurt,BU09831307,5913,1190,2.1,6154.0,1125,230.0,66.0,74.0,3.0,22.0,14.0,2980.0,1470.0,2.158974358974359,0.8130081300813008,27.9,0.24369747899159663,0.9,0.3,1.0
Stalberg-Noord,Venlo,Buurt,BU09831308,5913,40,2.2,49.0,61,,85.0,74.0,0.0,25.0,16.0,4660.0,2820.0,2.111111111111111,0.7692307692307693,,0.375,,1.1,3.0
Withuis,Venlo,Buurt,BU09831402,5914,1490,1.8,6341.0,1488,137.0,40.0,42.0,47.0,10.0,4.0,2170.0,1040.0,1.7586206896551724,0.872865275142315,22.8,0.09395973154362416,0.8,0.5,2.0
't Zand,Venlo,Buurt,BU09831403,5914,1355,2.1,5020.0,1379,164.0,59.0,35.0,58.0,7.0,18.0,2590.0,1190.0,1.6930232558139535,0.8013937282229965,19.6,0.1033210332103321,0.8,0.4,3.0
Vierpaardjes,Venlo,Buurt,BU09831501,5915,385,1.9,4336.0,355,151.0,65.0,41.0,52.0,6.0,0.0,2610.0,1220.0,1.8305084745762712,0.8163265306122449,21.1,0.06493506493506493,0.8,0.8,3.0
Jezuïtenbuurt,Venlo,Buurt,BU09831503,5915,385,2.3,4748.0,391,174.0,91.0,55.0,35.0,10.0,0.0,2850.0,1440.0,1.8857142857142857,0.7692307692307693,20.9,0.11688311688311688,1.0,0.3,2.0
Vogelbuurt,Venlo,Buurt,BU09831504,5915,195,1.9,954.0,182,144.0,83.0,49.0,48.0,2.0,0.0,2550.0,1100.0,1.4827586206896552,0.7792207792207793,18.7,0.10256410256410256,1.1,0.5,3.0
Bloemenbuurt,Venlo,Buurt,BU09831505,5915,400,2.3,2748.0,396,240.0,100.0,48.0,50.0,2.0,15.0,3120.0,1460.0,1.8450704225352113,0.7650273224043715,24.0,0.1375,1.1,0.5,3.0
Casinoflat,Venlo,Buurt,BU09831506,5915,115,1.3,8450.0,120,104.0,0.0,0.0,100.0,0.0,0.0,1520.0,680.0,1.6363636363636365,0.6451612903225806,19.1,0.043478260869565216,0.5,0.7,2.0
Postwegflat,Venlo,Buurt,BU09831507,5915,115,1.5,7528.0,120,106.0,0.0,0.0,100.0,0.0,0.0,1660.0,890.0,1.6428571428571428,1.1764705882352942,18.8,0.043478260869565216,0.6,0.9,4.0
Stalberg (midden),Venlo,Buurt,BU09831508,5915,145,2.2,1342.0,156,488.0,100.0,97.0,0.0,3.0,1.0,4480.0,3000.0,2.44,0.8955223880597015,48.6,0.20689655172413793,1.3,1.0,3.0
Kern 't Ven,Venlo,Buurt,BU09831601,5916,535,2.4,1963.0,513,265.0,92.0,90.0,3.0,7.0,25.0,3460.0,1510.0,2.0576923076923075,0.8333333333333334,26.5,0.19626168224299065,1.2,0.4,4.0
Arenborg,Venlo,Buurt,BU09831602,5916,120,2.6,252.0,118,395.0,100.0,96.0,0.0,4.0,8.0,4720.0,2390.0,2.076923076923077,0.9523809523809523,32.4,0.3333333333333333,1.8,1.0,4.0
Herungerberg,Venlo,Buurt,BU09831603,5916,215,2.3,460.0,221,397.0,100.0,95.0,0.0,5.0,1.0,4370.0,2220.0,2.341463414634146,0.8163265306122449,41.6,0.2558139534883721,1.6,1.8,5.0
Veegtes,Venlo,Buurt,BU09831604,5916,60,1.8,117.0,61,207.0,70.0,69.0,0.0,31.0,0.0,3220.0,1950.0,2.2,0.8695652173913043,23.8,3.0833333333333335,,0.6,4.0
Blerick-Centrum,Venlo,Buurt,BU09832101,5921,1850,2.0,5390.0,1816,187.0,59.0,59.0,26.0,15.0,17.0,2710.0,1280.0,1.913533834586466,0.8344549125168237,24.2,0.16756756756756758,0.9,0.4,2.0
gazenkamp,Venlo,Buurt,BU09832102,5921,1585,1.9,5277.0,1591,141.0,56.0,34.0,62.0,4.0,16.0,2410.0,1080.0,1.6437768240343347,0.8223684210526315,19.1,0.08517350157728706,0.8,0.4,1.0
Smeliënkamp,Venlo,Buurt,BU09832201,5922,550,2.2,4237.0,560,187.0,81.0,67.0,23.0,10.0,31.0,2790.0,1230.0,1.9777777777777779,0.8403361344537815,24.3,0.13636363636363635,1.0,0.7,2.0
Vastenavondkamp-Noord,Venlo,Buurt,BU09832202,5922,1280,2.4,6402.0,1276,113.0,54.0,30.0,54.0,16.0,0.0,2600.0,1150.0,1.5535714285714286,0.7213114754098361,15.6,0.0703125,0.8,0.4,2.0
Vastenavondkamp-Zuid,Venlo,Buurt,BU09832203,5922,615,2.4,5634.0,615,173.0,94.0,81.0,15.0,4.0,7.0,2920.0,1450.0,1.990909090909091,0.8108108108108109,22.4,0.08130081300813008,1.0,0.4,2.0
Molenbossen,Venlo,Buurt,BU09832301,5923,600,1.4,3147.0,610,123.0,0.0,0.0,100.0,0.0,0.0,1700.0,,1.5806451612903225,0.9815950920245399,19.2,0.016666666666666666,0.7,1.2,2.0
Annakamp-Oost,Venlo,Buurt,BU09832302,5923,470,2.1,3923.0,474,165.0,84.0,45.0,52.0,3.0,9.0,2590.0,1210.0,1.7215189873417722,0.7960199004975125,20.8,0.0851063829787234,0.8,1.0,2.0
Annakamp-West,Venlo,Buurt,BU09832303,5923,320,2.3,4928.0,314,165.0,99.0,71.0,27.0,2.0,0.0,3030.0,1310.0,1.7241379310344827,0.8053691275167785,20.7,0.125,1.1,0.9,2.0
Zonneveld,Venlo,Buurt,BU09832304,5923,145,2.3,9326.0,150,234.0,57.0,99.0,0.0,1.0,100.0,3080.0,970.0,2.2,0.8695652173913043,25.9,0.06896551724137931,1.0,0.7,2.0
Vossener-Centrum,Venlo,Buurt,BU09832401,5924,515,2.4,7376.0,496,152.0,100.0,66.0,31.0,3.0,0.0,2940.0,1290.0,1.6631578947368422,0.8130081300813008,19.4,0.05825242718446602,0.9,0.3,2.0
Vossener-Noord,Venlo,Buurt,BU09832402,5924,305,2.6,7526.0,293,153.0,100.0,90.0,6.0,3.0,0.0,3070.0,1350.0,1.7727272727272727,0.7361963190184049,20.3,0.08196721311475409,1.2,0.6,2.0
Vossener-West,Venlo,Buurt,BU09832403,5924,410,2.3,4922.0,393,143.0,99.0,88.0,5.0,7.0,0.0,3100.0,1360.0,1.7662337662337662,0.8290155440414507,20.6,0.08536585365853659,1.2,0.4,2.0
Vossener-Zuid,Venlo,Buurt,BU09832404,5924,320,2.4,4506.0,318,211.0,100.0,98.0,0.0,2.0,0.0,3320.0,1480.0,1.96875,0.9032258064516129,26.6,0.109375,1.5,0.4,2.0
Klingerberg-Zuid,Venlo,Buurt,BU09832501,5925,1175,2.2,5238.0,1155,139.0,79.0,51.0,41.0,8.0,0.0,2650.0,1110.0,1.6442307692307692,0.7648183556405354,19.5,0.06808510638297872,0.9,0.3,3.0
Klingerberg-Noord,Venlo,Buurt,BU09832502,5925,500,2.5,2175.0,502,220.0,100.0,93.0,2.0,5.0,3.0,3350.0,1290.0,1.838095238095238,0.7843137254901961,27.0,0.11,1.4,0.4,3.0
Kern Hout-Blerick,Venlo,Buurt,BU09832601,5926,665,2.6,2559.0,664,295.0,97.0,89.0,7.0,4.0,25.0,3500.0,1540.0,1.9924812030075187,0.8211143695014663,28.7,0.16541353383458646,1.4,0.4,4.0
Verspreide huizen Hout-Blerick,Venlo,Buurt,BU09832602,5926,130,2.8,112.0,131,407.0,100.0,91.0,0.0,9.0,14.0,5160.0,2300.0,1.8620689655172413,0.821917808219178,26.8,0.38461538461538464,1.6,1.2,5.0
Meuleveld,Venlo,Buurt,BU09832603,5926,340,2.3,1796.0,342,379.0,98.0,97.0,0.0,3.0,2.0,3710.0,2320.0,2.4339622641509435,0.9090909090909091,35.7,0.17647058823529413,1.3,1.2,3.0
Horsterweg,Venlo,Buurt,BU09832801,5928,230,2.4,1105.0,224,256.0,97.0,92.0,0.0,8.0,25.0,3580.0,1580.0,1.8604651162790697,0.9090909090909091,27.7,0.30434782608695654,1.4,1.5,3.0
Bosserhof,Venlo,Buurt,BU09833101,5931,1680,2.2,2978.0,1761,188.0,81.0,64.0,32.0,4.0,20.0,2910.0,1300.0,1.7474048442906573,0.8020698576972833,23.4,0.10119047619047619,1.0,0.6,3.0
Tegelen-Centrum,Venlo,Buurt,BU09833102,5931,2025,1.8,4710.0,1952,186.0,53.0,55.0,26.0,19.0,12.0,2740.0,1280.0,1.8857142857142857,0.8521970705725699,24.1,0.1654320987654321,0.9,0.4,2.0
Maasveld I,Venlo,Buurt,BU09833104,5931,350,2.2,3376.0,354,216.0,57.0,77.0,22.0,1.0,0.0,2920.0,1030.0,2.189655172413793,0.9150326797385621,27.9,0.07142857142857142,1.1,0.7,3.0
Maasveld II,Venlo,Buurt,BU09833105,5931,485,2.6,4760.0,479,276.0,84.0,99.0,0.0,1.0,100.0,3430.0,1140.0,2.076923076923077,0.7874015748031497,28.5,0.16494845360824742,1.3,0.3,3.0
Lage Heide,Venlo,Buurt,BU09833201,5932,760,2.1,1581.0,782,166.0,66.0,50.0,45.0,5.0,2.0,2620.0,1410.0,1.6528925619834711,0.7854984894259819,20.5,0.09210526315789473,0.9,1.1,3.0
Op de Heide,Venlo,Buurt,BU09833204,5932,1660,2.2,5107.0,1635,152.0,88.0,65.0,24.0,11.0,1.0,2850.0,1230.0,1.6972789115646258,0.8032128514056225,21.2,0.06626506024096386,1.1,0.5,4.0
Kaldenkerkerweg-Oost,Venlo,Buurt,BU09833205,5932,20,2.4,90.0,23,,100.0,74.0,0.0,26.0,9.0,5230.0,2710.0,2.0,0.0,,2.0,,1.0,4.0
Kloosterdorp,Venlo,Buurt,BU09833501,5935,705,2.4,1920.0,740,276.0,82.0,74.0,14.0,11.0,20.0,3440.0,1630.0,1.9850746268656716,0.7734806629834254,28.7,0.19858156028368795,1.3,0.5,4.0
Nieuw-Steyl,Venlo,Buurt,BU09833502,5935,950,2.0,4296.0,966,157.0,63.0,48.0,47.0,5.0,4.0,2520.0,1150.0,1.7019867549668874,0.837696335078534,22.3,0.06315789473684211,1.0,0.7,3.0
Velden-West,Venlo,Buurt,BU09834101,5941,800,2.1,3759.0,830,199.0,76.0,64.0,24.0,12.0,18.0,2870.0,1310.0,1.8870967741935485,0.813953488372093,23.5,0.1375,1.1,0.7,4.0
Velden-Oost,Venlo,Buurt,BU09834102,5941,960,2.4,2608.0,953,229.0,96.0,80.0,16.0,3.0,8.0,3260.0,1400.0,2.0105820105820107,0.8137044967880086,26.4,0.13020833333333334,1.3,0.6,4.0
Hasselderheide,Venlo,Buurt,BU09834103,5941,135,2.4,1455.0,138,324.0,100.0,83.0,14.0,2.0,4.0,3740.0,2170.0,2.1818181818181817,0.9375,31.8,0.2222222222222222,1.5,1.7,5.0
Schandelo,Venlo,Buurt,BU09834104,5941,95,2.5,123.0,95,377.0,100.0,91.0,0.0,9.0,11.0,4680.0,2340.0,1.631578947368421,0.8163265306122449,26.7,0.42105263157894735,1.4,2.2,5.0
Hasselt en Het Vorst,Venlo,Buurt,BU09834105,5941,120,2.5,83.0,127,370.0,98.0,83.0,0.0,17.0,10.0,4800.0,2190.0,2.0,0.6557377049180327,31.0,0.5,1.2,1.5,5.0
De Krosselt,Venlo,Buurt,BU09834106,5941,50,2.6,595.0,56,378.0,96.0,98.0,0.0,2.0,5.0,4550.0,2540.0,2.272727272727273,0.7142857142857143,32.3,0.4,1.7,1.8,5.0
Kern Lomm,Venlo,Buurt,BU09834301,5943,370,2.4,1496.0,377,226.0,98.0,78.0,17.0,5.0,12.0,3450.0,1550.0,1.8,0.8938547486033519,24.0,0.14864864864864866,1.4,0.4,5.0
Kern Arcen,Venlo,Buurt,BU09834401,5944,900,2.2,1699.0,938,232.0,90.0,73.0,17.0,9.0,11.0,3140.0,1510.0,2.0460526315789473,0.8585858585858586,26.1,0.15555555555555556,1.2,0.8,5.0
Lingsfort,Venlo,Buurt,BU09834402,5944,70,2.2,161.0,77,367.0,95.0,82.0,0.0,17.0,3.0,4700.0,2100.0,1.9166666666666667,0.6451612903225806,27.4,0.35714285714285715,1.9,1.8,5.0
Kern Belfeld,Venlo,Buurt,BU09835101,5951,2130,2.3,2476.0,2163,212.0,90.0,63.0,34.0,2.0,13.0,3100.0,1330.0,1.8221024258760108,0.8183632734530938,23.5,0.11032863849765258,1.2,0.6,4.0
Geloö,Venlo,Buurt,BU09835107,5951,35,2.5,150.0,39,,97.0,95.0,0.0,5.0,10.0,4030.0,2090.0,1.75,1.1111111111111112,,0.42857142857142855,,1.8,5.0
Maalbeek,Venlo,Buurt,BU09835108,5951,85,2.2,22.0,75,330.0,95.0,83.0,0.0,17.0,9.0,4710.0,2030.0,1.9333333333333333,1.0256410256410255,30.6,0.47058823529411764,1.3,2.0,5.0
Voerendaal,Voerendaal,Buurt,BU09860101,6367,1380,2.2,3324.0,1517,206.0,80.0,55.0,33.0,12.0,25.0,2810.0,1400.0,,0.8,26.1,0.14492753623188406,1.1,0.9,4.0
Kunrade,Voerendaal,Buurt,BU09860201,6367,1545,2.1,2850.0,1558,227.0,87.0,73.0,20.0,6.0,5.0,2960.0,1520.0,2.0817120622568095,0.8408408408408409,29.4,0.15857605177993528,1.3,0.9,4.0
Winthagen,Voerendaal,Buurt,BU09860203,6367,30,2.6,1897.0,34,,100.0,88.0,0.0,12.0,6.0,3380.0,1730.0,,1.25,,0.16666666666666666,,1.6,5.0
Ubachsberg,Voerendaal,Buurt,BU09860301,6367,635,2.2,2544.0,645,231.0,92.0,73.0,18.0,8.0,16.0,2910.0,1610.0,2.1333333333333333,0.8571428571428571,27.2,0.14960629921259844,1.3,0.4,5.0
Colmont,Voerendaal,Buurt,BU09860302,6367,30,2.9,929.0,32,,97.0,94.0,0.0,6.0,6.0,3920.0,2200.0,,1.1764705882352942,,0.5,,1.3,5.0
Klimmen,Voerendaal,Buurt,BU09860401,6343,805,2.2,2206.0,812,248.0,89.0,74.0,21.0,5.0,8.0,3170.0,1640.0,2.0703125,0.8547008547008547,29.2,0.18012422360248448,1.3,0.8,5.0
Craubeek,Voerendaal,Buurt,BU09860402,6343,80,2.4,1418.0,84,296.0,94.0,90.0,0.0,7.0,0.0,3280.0,1950.0,2.357142857142857,1.0,30.9,0.25,1.5,0.7,5.0
Hellebeuk,Voerendaal,Buurt,BU09860403,6343,40,1.8,1406.0,43,,100.0,84.0,0.0,16.0,5.0,,,2.2857142857142856,1.3333333333333333,,0.25,,1.3,5.0
Retersbeek,Voerendaal,Buurt,BU09860404,6343,35,2.9,1051.0,37,,95.0,86.0,0.0,14.0,8.0,3460.0,2160.0,,1.0,31.4,0.2857142857142857,,3.0,5.0
Termaar,Voerendaal,Buurt,BU09860405,6343,310,2.3,2073.0,324,253.0,97.0,87.0,7.0,6.0,0.0,3220.0,1730.0,2.087719298245614,0.851063829787234,29.3,0.14516129032258066,1.5,1.1,5.0
Weustenrade,Voerendaal,Buurt,BU09860406,6343,95,2.4,1975.0,97,266.0,98.0,91.0,1.0,8.0,0.0,3650.0,1910.0,2.3333333333333335,0.8695652173913043,31.4,0.21052631578947367,1.5,2.6,5.0
Ransdaal,Voerendaal,Buurt,BU09860501,6311,400,2.3,2298.0,401,249.0,96.0,84.0,9.0,7.0,5.0,3230.0,1690.0,2.1384615384615384,0.7734806629834254,28.2,0.2125,1.3,0.4,5.0
Verspreide huizen Voerendaal,Voerendaal,Buurt,BU09860900,6367,145,2.4,13.0,162,371.0,91.0,79.0,0.0,21.0,11.0,4140.0,2190.0,2.1481481481481484,0.8695652173913043,34.8,0.5172413793103449,1.2,1.6,5.0
Centrum,Vught,Buurt,BU08650000,5261,1805,1.9,3437.0,1941,306.0,55.0,49.0,32.0,18.0,12.0,2560.0,1240.0,2.196969696969697,0.7945205479452054,31.8,0.27146814404432135,1.0,0.4,3.0
Loyola en omgeving,Vught,Buurt,BU08650002,5263,820,2.5,2178.0,771,606.0,89.0,84.0,0.0,16.0,13.0,4560.0,2140.0,2.533333333333333,0.7263922518159807,39.8,0.34146341463414637,1.3,0.9,3.0
Loonsebaan,Vught,Buurt,BU08650003,5263,395,2.9,1904.0,400,777.0,94.0,95.0,3.0,2.0,15.0,5070.0,2500.0,2.5584415584415585,0.7017543859649122,56.5,0.3670886075949367,1.5,1.0,3.0
Villapark,Vught,Buurt,BU08650004,5263,255,2.8,1219.0,261,1004.0,99.0,96.0,0.0,4.0,5.0,5840.0,3440.0,2.4423076923076925,0.7092198581560284,55.4,0.5294117647058824,1.8,1.3,4.0
Schoonveld,Vught,Buurt,BU08650005,5262,1075,2.4,3985.0,1179,323.0,87.0,65.0,27.0,8.0,5.0,3090.0,1520.0,2.2783505154639174,0.7662835249042146,31.7,0.29767441860465116,1.2,0.4,2.0
Voorburg en omgeving,Vught,Buurt,BU08650100,5261,425,2.0,1018.0,407,348.0,90.0,52.0,36.0,12.0,5.0,2770.0,1280.0,1.6565656565656566,0.5555555555555556,23.8,0.3176470588235294,1.1,1.3,3.0
Molenstraat en omgeving,Vught,Buurt,BU08650101,5262,1265,2.3,4944.0,1296,243.0,80.0,57.0,37.0,6.0,19.0,2670.0,1200.0,1.9339622641509433,0.782312925170068,24.4,0.2608695652173913,1.1,0.5,2.0
De Baarzen,Vught,Buurt,BU08650102,5262,1345,2.4,4444.0,1355,307.0,82.0,58.0,34.0,8.0,0.0,2890.0,1490.0,2.175438596491228,0.7716049382716049,27.8,0.17472118959107807,1.1,0.4,3.0
Vijverhof,Vught,Buurt,BU08650103,5262,855,2.0,3457.0,922,271.0,64.0,45.0,32.0,23.0,30.0,2500.0,1010.0,1.937984496124031,0.7734806629834254,27.0,0.14619883040935672,1.0,0.6,2.0
De Vughtse Hoeven,Vught,Buurt,BU08650104,5262,1190,2.3,6461.0,1194,282.0,84.0,62.0,34.0,3.0,0.0,2840.0,1080.0,2.0535714285714284,0.8088235294117647,28.5,0.14705882352941177,1.1,0.8,3.0
Bleijendijk,Vught,Buurt,BU08650108,5261,55,2.6,42.0,54,725.0,100.0,74.0,0.0,26.0,11.0,4700.0,2830.0,2.5454545454545454,0.6451612903225806,31.8,1.0,1.7,2.0,5.0
Cromvoirt,Vught,Buurt,BU08650200,5266,305,2.3,508.0,291,487.0,98.0,74.0,16.0,10.0,16.0,3810.0,1820.0,1.7142857142857142,0.8391608391608392,33.7,0.39344262295081966,1.3,0.4,5.0
Verspreide huizen Cromvoirt,Vught,Buurt,BU08650209,5263,50,2.4,27.0,48,,94.0,88.0,0.0,13.0,27.0,5240.0,2580.0,2.0,0.8695652173913043,35.1,0.8,2.4,1.9,5.0
Waalre,Waalre,Buurt,BU08660000,5581,2725,2.4,2637.0,2785,338.0,88.0,79.0,15.0,6.0,16.0,3230.0,1600.0,2.2419700214132763,0.7882534775888718,33.9,0.23486238532110093,1.3,0.9,4.0
Aalst,Waalre,Buurt,BU08660001,5582,1725,2.1,1886.0,1728,361.0,64.0,67.0,18.0,14.0,18.0,3180.0,1690.0,2.2625482625482625,0.7967032967032966,35.6,0.2753623188405797,1.2,0.8,3.0
Voldijn,Waalre,Buurt,BU08660002,5582,1260,2.2,2577.0,1322,285.0,84.0,66.0,27.0,7.0,3.0,2840.0,1600.0,2.304123711340206,0.7913669064748201,31.1,0.21428571428571427,1.2,0.7,4.0
Ekenrooi,Waalre,Buurt,BU08660003,5583,1625,2.5,3829.0,1628,311.0,97.0,86.0,12.0,3.0,10.0,3160.0,1500.0,2.2996632996632997,0.7740324594257179,32.2,0.16,1.3,0.6,4.0
Besoijen,Waalwijk,Buurt,BU08670001,5141,1780,2.1,3798.0,1820,232.0,62.0,61.0,31.0,8.0,17.0,2810.0,1280.0,1.9149659863945578,0.8201058201058201,27.7,0.199438202247191,1.1,0.6,3.0
Baardwijk,Waalwijk,Buurt,BU08670002,5142,1060,2.1,3427.0,1020,208.0,65.0,52.0,43.0,5.0,18.0,2730.0,1310.0,1.8035714285714286,0.8181818181818182,23.6,0.16037735849056603,1.0,0.5,3.0
Laageinde,Waalwijk,Buurt,BU08670003,5142,1645,2.2,7498.0,1618,177.0,65.0,44.0,52.0,4.0,5.0,2570.0,1130.0,1.718978102189781,0.8,21.0,0.10030395136778116,1.0,0.6,2.0
Bloemenoord,Waalwijk,Buurt,BU08670005,5143,1345,2.2,3732.0,1366,178.0,77.0,66.0,27.0,7.0,2.0,2680.0,1260.0,1.6832579185520362,0.8080808080808081,21.7,0.09665427509293681,1.1,0.5,2.0
Zanddonk,Waalwijk,Buurt,BU08670006,5144,2105,2.4,6410.0,2074,209.0,93.0,54.0,38.0,7.0,2.0,3030.0,1230.0,1.844387755102041,0.7874015748031497,23.2,0.14489311163895488,1.1,0.7,2.0
Meerdijk,Waalwijk,Buurt,BU08670007,5144,1220,2.3,2354.0,1233,402.0,84.0,84.0,12.0,4.0,7.0,3800.0,1980.0,2.273170731707317,0.843585237258348,35.3,0.25,1.4,0.5,3.0
De Hoef,Waalwijk,Buurt,BU08670008,5142,950,2.1,5955.0,945,205.0,77.0,56.0,42.0,2.0,0.0,2630.0,980.0,1.740506329113924,0.8121827411167513,25.7,0.08947368421052632,1.1,0.3,3.0
Sprang,Waalwijk,Buurt,BU08670100,5161,1180,2.4,1471.0,1199,261.0,92.0,70.0,26.0,4.0,8.0,3290.0,1470.0,1.9227272727272726,0.8141592920353983,26.0,0.2923728813559322,1.3,0.6,3.0
Vrijhoeve,Waalwijk,Buurt,BU08670101,5161,1735,2.3,1037.0,1800,227.0,86.0,54.0,41.0,5.0,7.0,2970.0,1170.0,1.8544303797468353,0.8038976857490865,24.1,0.1585014409221902,1.2,0.5,4.0
Capelle / Nieuwe Vaart,Waalwijk,Buurt,BU08670102,5161,1215,2.3,291.0,1192,301.0,96.0,74.0,18.0,8.0,10.0,3590.0,1510.0,1.8863636363636365,0.8228980322003577,26.7,0.3004115226337449,1.5,1.1,5.0
Waspik Beneden,Waalwijk,Buurt,BU08670200,5165,1545,2.4,947.0,1632,263.0,90.0,66.0,31.0,3.0,13.0,3380.0,1430.0,1.8827586206896552,0.8277703604806409,26.9,0.20711974110032363,1.3,0.5,5.0
Waspik Boven,Waalwijk,Buurt,BU08670201,5165,515,2.3,301.0,503,264.0,98.0,71.0,26.0,3.0,20.0,3540.0,1390.0,1.8,0.8264462809917356,25.4,0.23300970873786409,1.4,1.6,5.0
Boshoven-Vrakker,Weert,Buurt,BU09880101,6002,2470,2.4,4519.0,2447,223.0,91.0,79.0,17.0,3.0,18.0,3030.0,1310.0,1.918859649122807,0.8020477815699659,26.2,0.1214574898785425,1.2,0.7,4.0
Oud-Boshoven,Weert,Buurt,BU09880102,6002,155,2.7,361.0,154,345.0,97.0,93.0,0.0,7.0,15.0,4100.0,2040.0,1.9696969696969697,0.975609756097561,28.6,0.3225806451612903,1.3,1.4,4.0
