Peildatum;Netbeheerder;Provincie;Gemeente;CBS_Buurt;CBS_Buurtcode;Aantal_aansluitingen_in_CBS-buurt;Aantal_aansluitingen_met_opwekinstallatie;Opgesteld_vermogen;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;MeestVoorkomendePostcode_113;HuishoudensTotaal_28;GemiddeldeHuishoudensgrootte_32;Bevolkingsdichtheid_33;GemiddeldeWOZWaardeVanWoningen_35;PercentageEengezinswoning_36;Koopwoningen_40;InBezitWoningcorporatie_42;InBezitOverigeVerhuurders_43;BouwjaarVanaf2000_46;Gemiddeld_opleidingsniveau;Bedrijfsvestigingen_per_huishuidens;PersonenautoSPerHuishouden_102;AfstandTotSchool_108;Omgevingsadressendichtheid_116
202007,0;Enexis;Limburg;Brunssum;Schuttersveld;8990318,0;538,0;33,0;99,0;Schuttersveld;Brunssum;Buurt;6443;515;1,9;5412,0;132,0;75,0;61,0;28,0;11,0;0,0;1,6027397260273972;0,06796116504854369;1,1;0,8;1269,0
202007,0;Enexis;Limburg;Brunssum;Bouwberg;8990333,0;82,0;19,0;129,0;Bouwberg;Brunssum;Buurt;6442;55;2,0;149,0;222,0;75,0;74,0;6,0;21,0;6,0;1,5555555555555556;0,8181818181818182;1,0;1,6;286,0
202007,0;Enexis;Limburg;Brunssum;Langenberg;8990429,0;669,0;154,0;530,0;Langenberg;Brunssum;Buurt;6445;640;2,2;4850,0;144,0;99,0;93,0;1,0;6,0;0,0;1,809090909090909;0,09375;1,4;0,5;1398,0
202007,0;Enexis;Limburg;Brunssum;De Struiken;8990430,0;561,0;97,0;349,0;De Struiken;Brunssum;Buurt;6445;545;2,2;2023,0;166,0;95,0;76,0;18,0;5,0;18,0;1,7346938775510203;0,09174311926605505;1,4;0,4;1165,0
202007,0;Enexis;Limburg;Brunssum;Hofpoel;8990506,0;476,0;25,0;97,0;Hofpoel;Brunssum;Buurt;6441;540;1,7;6160,0;141,0;31,0;47,0;40,0;12,0;16,0;1,8088235294117647;0,09259259259259259;0,8;0,5;1889,0
202007,0;Enexis;Limburg;Brunssum;Op de Vaard;8990510,0;257,0;38,0;177,0;Op de Vaard;Brunssum;Buurt;6444;260;1,9;3701,0;184,0;52,0;65,0;24,0;11,0;0,0;2,09375;0,09615384615384616;1,2;0,5;2481,0
202007,0;Enexis;Limburg;Brunssum;Centrum;8990512,0;607,0;11,0;74,0;Centrum;Brunssum;Buurt;6441;390;1,4;5257,0;142,0;8,0;43,0;23,0;34,0;12,0;1,8333333333333333;0,23076923076923078;0,7;0,5;2328,0
202007,0;Enexis;Limburg;Brunssum;Kerkeveld;8990513,0;345,0;41,0;149,0;Kerkeveld;Brunssum;Buurt;6443;200;2,0;3327,0;159,0;79,0;61,0;29,0;10,0;6,0;1,8181818181818181;0,15;1,3;0,3;2219,0
202007,0;Enexis;Limburg;Brunssum;Kruisberg;8990519,0;535,0;80,0;292,0;Kruisberg;Brunssum;Buurt;6444;550;2,0;4915,0;154,0;83,0;74,0;17,0;9,0;7,0;1,8888888888888888;0,10909090909090909;1,2;0,3;2154,0
202007,0;Enexis;Limburg;Brunssum;Achter de Put;8990520,0;234,0;35,0;153,0;Achter de Put;Brunssum;Buurt;6444;190;2,0;3193,0;213,0;59,0;70,0;0,0;28,0;2,0;2,033333333333333;0,2894736842105263;1,5;0,7;2215,0
202007,0;Enexis;Limburg;Brunssum;Haansberg;8990521,0;451,0;46,0;158,0;Haansberg;Brunssum;Buurt;6443;415;2,2;3686,0;148,0;70,0;65,0;24,0;10,0;0,0;1,8285714285714285;0,14457831325301204;1,2;0,9;1878,0
202007,0;Enexis;Limburg;Brunssum;Rumpener Beemden;8990523,0;721,0;50,0;205,0;Rumpener Beemden;Brunssum;Buurt;6443;555;1,6;3782,0;163,0;31,0;40,0;42,0;18,0;25,0;1,894736842105263;0,12612612612612611;0,8;0,9;2108,0
202007,0;Enexis;Limburg;Brunssum;De Hemelder;8990527,0;513,0;156,0;601,0;De Hemelder;Brunssum;Buurt;6444;490;2,4;4172,0;236,0;100,0;88,0;3,0;9,0;0,0;2,05;0,10204081632653061;1,6;0,6;1939,0
202007,0;Enexis;Limburg;Echt-Susteren;In de Mehre;17110102,0;167,0;50,0;232,0;In de Mehre;Echt-Susteren;Buurt;6114;225;2,5;3594,0;353,0;80,0;81,0;18,0;1,0;100,0;2,302325581395349;0,13333333333333333;1,3;1,0;797,0
202007,0;Enexis;Limburg;Echt-Susteren;Mariaveld;17110103,0;666,0;126,0;492,0;Mariaveld;Echt-Susteren;Buurt;6114;620;2,2;2670,0;201,0;85,0;73,0;17,0;10,0;13,0;1,9428571428571428;0,12903225806451613;1,3;0,4;938,0
202007,0;Enexis;Limburg;Echt-Susteren;Middelveld;17110104,0;431,0;89,0;395,0;Middelveld;Echt-Susteren;Buurt;6114;430;2,3;3767,0;221,0;94,0;77,0;16,0;7,0;0,0;2,0123456790123457;0,11627906976744186;1,4;0,3;929,0
202007,0;Enexis;Limburg;Echt-Susteren;Munsterveld;17110105,0;518,0;84,0;346,0;Munsterveld;Echt-Susteren;Buurt;6114;540;2,1;3364,0;206,0;84,0;71,0;20,0;9,0;2,0;1,9213483146067416;0,1574074074074074;1,2;0,5;793,0
202007,0;Enexis;Limburg;Echt-Susteren;Wolfskoul;17110108,0;319,0;30,0;125,0;Wolfskoul;Echt-Susteren;Buurt;6114;295;2,1;5924,0;151,0;68,0;32,0;66,0;2,0;0,0;1,6888888888888889;0,05084745762711865;1,0;0,5;843,0
202007,0;Enexis;Limburg;Echt-Susteren;Dieteren;17110209,0;352,0;71,0;331,0;Dieteren;Echt-Susteren;Buurt;6114;340;2,2;1687,0;235,0;99,0;78,0;14,0;9,0;5,0;1,819672131147541;0,16176470588235295;1,4;1,7;187,0
202007,0;Enexis;Limburg;Echt-Susteren;Heide;17110311,0;424,0;96,0;408,0;Heide;Echt-Susteren;Buurt;6114;435;2,4;1939,0;237,0;97,0;85,0;8,0;6,0;5,0;1,8571428571428572;0,1724137931034483;1,5;1,1;619,0
202007,0;Enexis;Limburg;Echt-Susteren;Verspreide huizen Heide;17110313,0;106,0;20,0;140,0;Verspreide huizen Heide;Echt-Susteren;Buurt;6114;50;2,1;21,0;326,0;92,0;87,0;0,0;13,0;8,0;2,2;0,3;2,4;2,2;213,0
202007,0;Enexis;Limburg;Echt-Susteren;Roosteren;17110417,0;558,0;95,0;458,0;Roosteren;Echt-Susteren;Buurt;6116;510;2,2;1459,0;220,0;95,0;68,0;25,0;7,0;6,0;1,8888888888888888;0,14705882352941177;1,5;0,5;189,0
202007,0;Enexis;Limburg;Echt-Susteren;Berkelaar;17110521,0;61,0;23,0;101,0;Berkelaar;Echt-Susteren;Buurt;6101;110;2,5;1029,0;358,0;99,0;92,0;0,0;7,0;8,0;2,260869565217391;0,36363636363636365;1,2;1,9;121,0
202007,0;Enexis;Limburg;Echt-Susteren;Echt Centrum;17110524,0;2197,0;375,0;1562,0;Echt Centrum;Echt-Susteren;Buurt;6101;1950;1,9;3095,0;211,0;59,0;55,0;27,0;18,0;17,0;2,0489510489510487;0,19487179487179487;1,1;0,4;1272,0
202007,0;Enexis;Limburg;Echt-Susteren;Echt Noord;17110525,0;1359,0;304,0;1100,0;Echt Noord;Echt-Susteren;Buurt;6101;1320;2,3;3473,0;201,0;94,0;59,0;38,0;3,0;3,0;1,8974358974358974;0,09848484848484848;1,2;0,5;1110,0
202007,0;Enexis;Limburg;Echt-Susteren;Gebroek;17110526,0;68,0;14,0;116,0;Gebroek;Echt-Susteren;Buurt;6101;85;2,7;1500,0;334,0;91,0;93,0;0,0;7,0;8,0;2,1666666666666665;0,29411764705882354;1,4;1,2;699,0
202007,0;Enexis;Limburg;Echt-Susteren;Diergaarde;17110628,0;154,0;18,0;172,0;Diergaarde;Echt-Susteren;Buurt;6105;160;2,4;15,0;367,0;97,0;89,0;0,0;11,0;8,0;2,032258064516129;0,625;1,9;2,2;39,0
202007,0;Enexis;Limburg;Echt-Susteren;Maria Hoop;17110630,0;421,0;119,0;560,0;Maria Hoop;Echt-Susteren;Buurt;6105;385;2,2;1108,0;261,0;96,0;86,0;6,0;7,0;15,0;2,0;0,22077922077922077;1,4;1,0;118,0
202007,0;Enexis;Limburg;Echt-Susteren;Hingen;17110731,0;245,0;71,0;347,0;Hingen;Echt-Susteren;Buurt;6102;255;2,4;1349,0;299,0;98,0;92,0;1,0;7,0;7,0;2,12;0,2549019607843137;1,5;1,4;611,0
202007,0;Enexis;Limburg;Echt-Susteren;Peij;17110732,0;1485,0;274,0;1265,0;Peij;Echt-Susteren;Buurt;6102;1335;2,1;2429,0;226,0;81,0;69,0;24,0;7,0;23,0;1,8847926267281105;0,1797752808988764;1,2;0,6;794,0
202007,0;Enexis;Limburg;Echt-Susteren;Schilberg;17110735,0;970,0;167,0;768,0;Schilberg;Echt-Susteren;Buurt;6101;935;2,0;2156,0;195,0;73,0;68,0;14,0;18,0;15,0;1,8402777777777777;0,11764705882352941;1,1;0,9;1241,0
202007,0;Enexis;Limburg;Echt-Susteren;Slek;17110837,0;395,0;99,0;483,0;Slek;Echt-Susteren;Buurt;6102;370;2,3;1547,0;258,0;98,0;82,0;11,0;7,0;13,0;1,838235294117647;0,16216216216216217;1,5;0,4;283,0
202007,0;Enexis;Limburg;Echt-Susteren;Nieuwstadt Centrum;17110939,0;798,0;172,0;804,0;Nieuwstadt Centrum;Echt-Susteren;Buurt;6118;765;2,3;2687,0;220,0;92,0;82,0;10,0;8,0;15,0;2,0;0,1437908496732026;1,4;0,8;426,0
202007,0;Enexis;Limburg;Echt-Susteren;Sint Joost;17111041,0;494,0;154,0;695,0;Sint Joost;Echt-Susteren;Buurt;6112;535;2,3;2206,0;269,0;99,0;87,0;9,0;4,0;6,0;1,8823529411764706;0,1588785046728972;1,6;0,4;228,0
202007,0;Enexis;Limburg;Echt-Susteren;Verspreide Huizen Sint Joost;17111042,0;153,0;45,0;228,0;Verspreide Huizen Sint Joost;Echt-Susteren;Buurt;6112;50;2,8;18,0;311,0;100,0;80,0;0,0;20,0;16,0;2,0;0,7;1,6;1,2;129,0
202007,0;Enexis;Limburg;Echt-Susteren;Koningsbosch;17111143,0;642,0;130,0;735,0;Koningsbosch;Echt-Susteren;Buurt;6104;680;2,2;872,0;248,0;97,0;79,0;11,0;10,0;7,0;1,9067796610169492;0,23529411764705882;1,4;0,7;165,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Eijsden-Breust;19030000,0;1956,0;485,0;2050,0;Eijsden-Breust;Eijsden-Margraten;Buurt;6245;1880;2,2;1254,0;261,0;83,0;74,0;16,0;10,0;11,0;2,1392405063291138;0,15425531914893617;1,1;1,5;930,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Mariadorp-Beezepool;19030001,0;1156,0;343,0;1358,0;Mariadorp-Beezepool;Eijsden-Margraten;Buurt;6245;1170;2,4;3035,0;254,0;92,0;77,0;16,0;7,0;31,0;2,1040723981900453;0,10256410256410256;1,2;0,6;896,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Withuis-Stationsstraat;19030002,0;102,0;26,0;135,0;Withuis-Stationsstraat;Eijsden-Margraten;Buurt;6245;80;2,5;135,0;304,0;94,0;94,0;0,0;6,0;14,0;2,0;0,4375;1,9;1,1;496,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Mesch;19030003,0;155,0;31,0;180,0;Mesch;Eijsden-Margraten;Buurt;6245;145;2,3;236,0;299,0;83,0;75,0;0,0;20,0;7,0;2,3076923076923075;0,3448275862068966;1,4;0,4;67,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Oost;19030004,0;231,0;52,0;233,0;Oost;Eijsden-Margraten;Buurt;6245;310;2,4;1215,0;253,0;86,0;68,0;15,0;16,0;5,0;2,0526315789473686;0,20967741935483872;1,2;0,4;155,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Maarland;19030005,0;105,0;24,0;108,0;Maarland;Eijsden-Margraten;Buurt;6245;85;2,5;456,0;310,0;93,0;87,0;0,0;13,0;2,0;2,1875;0,23529411764705882;1,6;0,5;236,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Verspreide huizen;19030009,0;567,0;202,0;1001,0;Verspreide huizen;Eijsden-Margraten;Buurt;6245;330;2,9;126,0;353,0;98,0;77,0;18,0;5,0;86,0;2,343283582089552;0,4696969696969697;1,6;1,4;533,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Gronsveld;19030100,0;1109,0;232,0;1110,0;Gronsveld;Eijsden-Margraten;Buurt;6247;1020;2,3;721,0;276,0;93,0;81,0;5,0;14,0;5,0;2,1502890173410405;0,24509803921568626;1,3;0,7;381,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Rijckholt;19030101,0;292,0;66,0;317,0;Rijckholt;Eijsden-Margraten;Buurt;6247;285;2,2;1000,0;287,0;94,0;88,0;8,0;4,0;2,0;2,0625;0,17543859649122806;1,4;1,7;259,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Margraten;19030200,0;1662,0;365,0;1681,0;Margraten;Eijsden-Margraten;Buurt;6269;1475;2,3;478,0;247,0;77,0;73,0;12,0;14,0;18,0;2,12;0,2305084745762712;1,4;0,8;492,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Groot- en Klein-Welsden;19030202,0;129,0;33,0;207,0;Groot- en Klein-Welsden;Eijsden-Margraten;Buurt;6269;85;2,4;109,0;339,0;88,0;92,0;0,0;8,0;8,0;2,142857142857143;0,35294117647058826;1,5;1,7;96,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Scheulder;19030204,0;142,0;49,0;272,0;Scheulder;Eijsden-Margraten;Buurt;6307;140;2,2;442,0;293,0;85,0;79,0;0,0;20,0;5,0;2,12;0,14285714285714285;1,5;2,2;54,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Cadier;19030300,0;1404,0;307,0;1461,0;Cadier;Eijsden-Margraten;Buurt;6267;1475;2,2;2068,0;289,0;84,0;78,0;10,0;12,0;6,0;2,111587982832618;0,17627118644067796;1,3;0,7;424,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Bemelen;19030303,0;206,0;61,0;352,0;Bemelen;Eijsden-Margraten;Buurt;6268;170;2,1;250,0;324,0;88,0;75,0;7,0;18,0;10,0;2,2857142857142856;0,23529411764705882;1,2;2,6;87,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Sint Geertruid;19030400,0;366,0;108,0;496,0;Sint Geertruid;Eijsden-Margraten;Buurt;6265;395;2,4;1949,0;265,0;87,0;79,0;11,0;9,0;5,0;2,138888888888889;0,20253164556962025;1,4;0,4;186,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Eckelrade;19030401,0;254,0;69,0;401,0;Eckelrade;Eijsden-Margraten;Buurt;6251;245;2,3;481,0;312,0;83,0;83,0;5,0;11,0;9,0;2,0652173913043477;0,22448979591836735;1,6;1,8;115,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Herkenrade;19030402,0;75,0;28,0;140,0;Herkenrade;Eijsden-Margraten;Buurt;6265;70;2,4;404,0;337,0;97,0;90,0;0,0;10,0;0,0;1,8461538461538463;0,35714285714285715;1,8;0,6;132,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Verspreide huizen;19030409,0;156,0;37,0;317,0;Verspreide huizen;Eijsden-Margraten;Buurt;6265;50;2,9;12,0;402,0;90,0;87,0;0,0;12,0;52,0;2,3636363636363638;0,4;1,5;1,2;130,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Mheer;19030500,0;414,0;94,0;506,0;Mheer;Eijsden-Margraten;Buurt;6261;390;2,2;200,0;299,0;88,0;80,0;8,0;11,0;9,0;2,1343283582089554;0,20512820512820512;1,4;0,6;134,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Banholt;19030501,0;448,0;79,0;408,0;Banholt;Eijsden-Margraten;Buurt;6262;410;2,4;222,0;275,0;86,0;74,0;8,0;19,0;2,0;1,8831168831168832;0,21951219512195122;1,4;1,2;148,0
202007,0;Enexis;Limburg;Eijsden-Margraten;Noorbeek;19030502,0;362,0;56,0;238,0;Noorbeek;Eijsden-Margraten;Buurt;6255;340;2,2;842,0;268,0;83,0;72,0;8,0;19,0;10,0;2,0892857142857144;0,25;1,5;3,0;151,0
202007,0;Enexis;Limburg;Gennep;Milsbeek;9070000,0;907,0;192,0;858,0;Milsbeek;Gennep;Buurt;6596;910;2,2;1893,0;287,0;95,0;77,0;17,0;6,0;20,0;2,006289308176101;0,17032967032967034;1,4;0,6;303,0
202007,0;Enexis;Limburg;Gennep;Sprokkelveld;9070001,0;114,0;29,0;155,0;Sprokkelveld;Gennep;Buurt;6596;150;2,4;771,0;318,0;99,0;91,0;0,0;9,0;8,0;2,0;0,43333333333333335;1,6;1,0;225,0
202007,0;Enexis;Limburg;Gennep;Bloemenstraat-Zwarteweg;9070009,0;251,0;63,0;388,0;Bloemenstraat-Zwarteweg;Gennep;Buurt;6596;105;2,8;45,0;417,0;97,0;94,0;0,0;6,0;6,0;1,9615384615384615;0,5238095238095238;2,1;1,2;165,0
202007,0;Enexis;Limburg;Gennep;Ottersum;9070100,0;559,0;99,0;421,0;Ottersum;Gennep;Buurt;6595;650;2,3;2873,0;240,0;91,0;65,0;22,0;13,0;4,0;2,0504201680672267;0,14615384615384616;1,3;0,4;647,0
202007,0;Enexis;Limburg;Gennep;Aaldonk-Violenberg;9070108,0;158,0;27,0;145,0;Aaldonk-Violenberg;Gennep;Buurt;6595;130;2,4;48,0;396,0;98,0;84,0;0,0;16,0;6,0;2,076923076923077;0,4230769230769231;1,4;2,0;73,0
202007,0;Enexis;Limburg;Gennep;Looierheide;9070109,0;79,0;15,0;101,0;Looierheide;Gennep;Buurt;6595;65;2,4;46,0;443,0;86,0;75,0;0,0;25,0;14,0;2,0;0,46153846153846156;1,6;2,4;131,0
202007,0;Enexis;Limburg;Gennep;Ven-Zelderheide;9070200,0;200,0;51,0;284,0;Ven-Zelderheide;Gennep;Buurt;6599;250;2,4;872,0;299,0;99,0;82,0;11,0;7,0;7,0;2,0652173913043477;0,22;1,8;0,5;82,0
202007,0;Enexis;Limburg;Gennep;Langehorst-Zelder;9070209,0;153,0;32,0;214,0;Langehorst-Zelder;Gennep;Buurt;6599;80;2,5;36,0;349,0;96,0;80,0;6,0;14,0;28,0;1,6875;0,4375;1,5;1,2;57,0
202007,0;Enexis;Limburg;Gennep;Oude Stadskern;9070300,0;302,0;33,0;109,0;Oude Stadskern;Gennep;Buurt;6591;310;1,7;5025,0;191,0;81,0;47,0;29,0;24,0;8,0;1,8863636363636365;0,25806451612903225;0,9;0,5;795,0
202007,0;Enexis;Limburg;Gennep;Noord;9070301,0;252,0;73,0;403,0;Noord;Gennep;Buurt;6591;250;2,7;734,0;337,0;100,0;82,0;10,0;8,0;52,0;2,0784313725490198;0,24;1,4;0,6;685,0
202007,0;Enexis;Limburg;Gennep;Midden;9070302,0;2055,0;225,0;861,0;Midden;Gennep;Buurt;6591;1870;2,1;3245,0;206,0;76,0;51,0;41,0;8,0;16,0;1,8557046979865772;0,13368983957219252;1,1;0,6;1052,0
202007,0;Enexis;Limburg;Gennep;Zuid;9070303,0;1658,0;387,0;1329,0;Zuid;Gennep;Buurt;6591;1530;2,3;2537,0;239,0;87,0;65,0;25,0;9,0;28,0;1,9624573378839592;0,12418300653594772;1,3;0,6;917,0
202007,0;Enexis;Limburg;Gennep;Heijen;9070400,0;724,0;134,0;702,0;Heijen;Gennep;Buurt;6598;670;2,3;1032,0;274,0;99,0;77,0;18,0;5,0;7,0;1,934959349593496;0,2462686567164179;1,7;0,4;304,0
202007,0;Enexis;Limburg;Gennep;Diekendaal-Nieuwerf;9070409,0;207,0;24,0;203,0;Diekendaal-Nieuwerf;Gennep;Buurt;6598;160;2,0;43,0;314,0;100,0;88,0;0,0;11,0;3,0;1,8214285714285714;0,5;1,4;3,0;67,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Gulpen;17290000,0;1810,0;284,0;1269,0;Gulpen;Gulpen-Wittem;Buurt;6271;1745;2,0;2254,0;215,0;60,0;50,0;29,0;21,0;19,0;1,937007874015748;0,19197707736389685;1,1;0,7;597,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Ingber-De Hut;17290001,0;64,0;13,0;126,0;Ingber-De Hut;Gulpen-Wittem;Buurt;6273;80;2,3;250,0;327,0;87,0;86,0;0,0;14,0;5,0;1,9333333333333333;0,3125;1,0;2,2;36,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Euverem. Pesaken. Billinghuizen en Waterop;17290002,0;115,0;16,0;86,0;Euverem, Pesaken, Billinghuizen en Water;Gulpen-Wittem;Buurt;6271;110;2,1;162,0;312,0;84,0;76,0;0,0;24,0;3,0;2,0952380952380953;0,3181818181818182;1,3;2,9;64,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Reijmerstok;17290003,0;201,0;45,0;400,0;Reijmerstok;Gulpen-Wittem;Buurt;6274;235;2,2;287,0;293,0;81,0;79,0;4,0;17,0;10,0;2,0238095238095237;0,2553191489361702;1,4;3,6;75,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Verspreide huizen;17290009,0;205,0;38,0;344,0;Verspreide huizen;Gulpen-Wittem;Buurt;6271;50;2,4;9,0;395,0;88,0;73,0;0,0;27,0;7,0;2,1818181818181817;0,7;1,8;2,5;88,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Wijlre;17290100,0;900,0;142,0;575,0;Wijlre;Gulpen-Wittem;Buurt;6321;890;2,1;2010,0;208,0;82,0;62,0;29,0;9,0;12,0;1,8775510204081634;0,1404494382022472;1,2;0,5;304,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Etenaken;17290101,0;134,0;34,0;175,0;Etenaken;Gulpen-Wittem;Buurt;6321;110;2,4;792,0;288,0;85,0;79,0;4,0;16,0;3,0;2,25;0,22727272727272727;1,1;1,1;231,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Stokhem-Beertsenhoven;17290102,0;98,0;21,0;102,0;Stokhem-Beertsenhoven;Gulpen-Wittem;Buurt;6321;80;2,0;240,0;295,0;93,0;89,0;0,0;8,0;6,0;2,3636363636363638;0,125;1,2;2,1;273,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Eys-Overeys;17290200,0;618,0;127,0;533,0;Eys-Overeys;Gulpen-Wittem;Buurt;6287;640;2,2;1141,0;254,0;92,0;78,0;16,0;6,0;8,0;2,135135135135135;0,1796875;1,3;0,4;209,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Trintelen;17290201,0;64,0;15,0;77,0;Trintelen;Gulpen-Wittem;Buurt;6287;55;2,2;351,0;326,0;97,0;93,0;0,0;7,0;2,0;2,2;0,45454545454545453;1,7;1,6;75,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Partij-Wittem;17290300,0;274,0;72,0;290,0;Partij-Wittem;Gulpen-Wittem;Buurt;6286;330;2,1;785,0;248,0;87,0;73,0;15,0;10,0;6,0;2,1578947368421053;0,21212121212121213;1,2;2,9;141,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Wahlwiller;17290301,0;135,0;36,0;124,0;Wahlwiller;Gulpen-Wittem;Buurt;6286;185;2,1;943,0;240,0;91,0;70,0;13,0;15,0;11,0;1,903225806451613;0,21621621621621623;0,9;2,0;110,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Nijswiller;17290302,0;365,0;71,0;296,0;Nijswiller;Gulpen-Wittem;Buurt;6286;325;2,2;1192,0;224,0;84,0;69,0;18,0;12,0;5,0;2,087719298245614;0,13846153846153847;1,3;0,5;111,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Mechelen;17290400,0;646,0;103,0;532,0;Mechelen;Gulpen-Wittem;Buurt;6281;605;2,2;838,0;222,0;80,0;66,0;21,0;13,0;6,0;1,9705882352941178;0,19008264462809918;1,2;3,0;235,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Schweiberg-Dal;17290402,0;72,0;10,0;38,0;Schweiberg-Dal;Gulpen-Wittem;Buurt;6281;85;2,2;181,0;342,0;93,0;81,0;0,0;18,0;7,0;2,2666666666666666;0,29411764705882354;1,5;1,9;87,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Verspreide huizen;17290409,0;167,0;29,0;150,0;Verspreide huizen;Gulpen-Wittem;Buurt;6281;65;2,4;19,0;364,0;90,0;77,0;0,0;23,0;0,0;2,0;0,5384615384615384;2,3;2,1;93,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Epen;17290500,0;351,0;56,0;282,0;Epen;Gulpen-Wittem;Buurt;6285;325;2,1;1017,0;256,0;83,0;71,0;18,0;11,0;15,0;2,0961538461538463;0,2;1,2;0,3;140,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Eperheide;17290501,0;76,0;20,0;131,0;Eperheide;Gulpen-Wittem;Buurt;6285;55;2,2;198,0;327,0;90,0;88,0;0,0;12,0;3,0;2,111111111111111;0,36363636363636365;1,9;1,8;41,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Verspreide huizen;17290509,0;143,0;14,0;111,0;Verspreide huizen;Gulpen-Wittem;Buurt;6285;80;2,3;32,0;412,0;91,0;78,0;0,0;22,0;3,0;2,2142857142857144;0,5;1,7;1,9;55,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Slenaken;17290600,0;191,0;52,0;258,0;Slenaken;Gulpen-Wittem;Buurt;6277;180;2,0;157,0;309,0;93,0;84,0;6,0;9,0;24,0;2,206896551724138;0,2777777777777778;1,1;4,7;66,0
202007,0;Enexis;Limburg;Gulpen-Wittem;Heijenrade;17290601,0;75,0;16,0;112,0;Heijenrade;Gulpen-Wittem;Buurt;6276;60;2,6;72,0;370,0;83,0;81,0;5,0;14,0;12,0;2,2142857142857144;0,4166666666666667;1,4;3,2;28,0
202007,0;Enexis;Limburg;Heerlen;Maria Gewanden;9171000,0;1866,0;296,0;1083,0;Maria Gewanden;Heerlen;Buurt;6432;1845;1,9;2496,0;142,0;70,0;55,0;33,0;11,0;3,0;1,8048780487804879;0,08401084010840108;1,0;0,5;1689,0
202007,0;Enexis;Limburg;Heerlen;Terschuren;9171001,0;265,0;26,0;130,0;Terschuren;Heerlen;Buurt;6432;235;2,0;860,0;222,0;98,0;50,0;46,0;3,0;0,0;1,7428571428571429;0,14893617021276595;1,0;1,0;657,0
202007,0;Enexis;Limburg;Heerlen;Mariarade-Noord;9171100,0;960,0;169,0;646,0;Mariarade-Noord;Heerlen;Buurt;6431;915;2,0;3519,0;145,0;73,0;59,0;34,0;6,0;0,0;1,891304347826087;0,09289617486338798;1,1;0,3;1960,0
202007,0;Enexis;Limburg;Heerlen;Mariarade-Zuid;9171101,0;799,0;118,0;466,0;Mariarade-Zuid;Heerlen;Buurt;6431;685;2,2;4116,0;153,0;77,0;63,0;24,0;12,0;9,0;1,7421875;0,15328467153284672;1,3;0,6;2100,0
202007,0;Enexis;Limburg;Heerlen;Hoensbroek-Centrum;9171200,0;2128,0;115,0;432,0;Hoensbroek-Centrum;Heerlen;Buurt;6431;1990;1,7;5075,0;118,0;45,0;24,0;60,0;15,0;5,0;1,75;0,11306532663316583;0,8;0,9;2408,0
202007,0;Enexis;Limburg;Heerlen;De Dem en omgeving;9171201,0;1965,0;224,0;889,0;De Dem en omgeving;Heerlen;Buurt;6431;1750;1,9;3822,0;137,0;66,0;45,0;39,0;16,0;6,0;1,7078651685393258;0,09428571428571429;0,9;0,5;2116,0
202007,0;Enexis;Limburg;Heerlen;Nieuw Lotbroek-Noord;9171300,0;865,0;190,0;748,0;Nieuw Lotbroek-Noord;Heerlen;Buurt;6433;840;2,0;1501,0;160,0;93,0;71,0;23,0;6,0;1,0;1,8267716535433072;0,09523809523809523;1,2;0,8;1526,0
